JAHR;KT;GEBIET;FAT;BIO;B_KULTURLAND;B_VERSORGUNGSSICHERHEIT;B_BIODIVERSITAET;B_PRODUKTIONSSYSTEME;B_LANDSCHAFTSQUALITAET;B_RESSOURCENEFFIZIENZ
2017;AG;01;421;1;154534;775257;607138;744748;199943;43061
2017;AG;01;422;0;462422;2000952;1119799;1120514;288487;37589
2017;AG;01;422;1;149666;548578;491944;473200;143869;24788
2017;AG;01;431;0;416125;1320811;846375;509451;220282;4679
2017;AG;01;431;1;20319;114498;159232;89706;43024;101
2017;AG;01;442;0;29348;114849;18830;168170;4172;469
2017;AG;01;451;0;712833;9025606;2755973;2339221;771617;341158
2017;AG;01;451;1;37532;401253;129955;394397;50364;16919
2017;AG;01;452;0;550410;4159110;1796395;1655387;537742;114018
2017;AG;01;452;1;69136;551527;383131;608700;176482;45382
2017;AG;01;999;0;3072714;24704988;10437097;10058529;2499036;868391
2017;AG;01;999;1;298380;2123382;1152385;2583622;466280;128052
2017;AI;02;421;0;2702422;4512070;777776;1634653;36140;78852
2017;AI;02;421;1;133154;233026;54832;134311;12151;6862
2017;AI;02;422;0;199985;420139;63467;188275;22277;9057
2017;AI;02;431;0;42458;82714;16852;32572;12300;200
2017;AI;02;442;0;307679;527765;86551;491771;18453;19837
2017;AI;02;443;0;33968;45308;10551;344469;1350;0
2017;AI;02;999;0;1042936;1896365;378800;926516;63673;60978
2017;AR;02;421;0;4624568;7756837;1114411;2942544;771287;139184
2017;AR;02;421;1;878223;1740468;272583;1048291;213830;65352
2017;AR;02;422;0;271525;466441;80184;228396;44696;6182
2017;AR;02;422;1;252499;429139;129677;264684;56302;11765
2017;AR;02;431;0;233137;377355;77252;125828;53037;200
2017;AR;02;431;1;49809;96596;51897;63788;23929;527
2017;AR;02;442;0;81018;160943;28202;249348;19042;7454
2017;AR;02;999;0;852696;1583722;242894;667991;186115;41203
2017;AR;02;999;1;200086;408884;57555;317871;53512;20220
2017;BE;01;411;0;170257;10487724;2652722;1229271;727838;647602
2017;BE;01;413;0;33710;3776635;808440;160241;225137;87777
2017;BE;01;413;1;17867;377943;133362;402284;51128;13932
2017;BE;01;414;0;20986;541143;148134;30234;35800;15637
2017;BE;01;415;0;367977;229106;198342;1700;29653;5508
2017;BE;01;421;0;3618863;14210216;3757711;5816772;1844654;354929
2017;BE;01;421;1;308438;1075087;404786;862671;165833;32171
2017;BE;01;422;0;662431;2981771;976589;1777808;424039;67091
2017;BE;01;422;1;117985;651149;429892;583668;120351;14067
2017;BE;01;431;0;360798;1277061;537875;620706;149923;17216
2017;BE;01;431;1;43969;213700;137561;155842;29813;2124
2017;BE;01;442;0;154542;729742;194338;676183;99646;28495
2017;BE;01;443;0;43200;281563;76573;376153;44911;4885
2017;BE;01;451;0;1065351;16819178;4061414;4282140;1797626;717050
2017;BE;01;451;1;37915;489738;144998;464812;63349;27669
2017;BE;01;452;0;385251;4488973;1559587;1850841;560551;207517
2017;BE;01;452;1;97355;770732;297336;825842;132064;49263
2017;BE;01;999;0;4252749;38694470;10829070;17245461;4223457;1718555
2017;BE;01;999;1;374016;2691520;1070141;3156354;417716;183726
2017;BE;02;421;0;44568175;65031826;19040516;21775168;8725962;647566
2017;BE;02;421;1;8077318;10829696;4477683;6224922;1686806;124160
2017;BE;02;422;0;3850118;6683443;2330572;3009954;925364;73545
2017;BE;02;422;1;2047237;2844056;1736239;1787813;529356;23638
2017;BE;02;431;0;1803501;2796754;1023027;956554;426100;6301
2017;BE;02;431;1;574254;803578;521607;457377;189368;1955
2017;BE;02;442;0;365544;841412;178951;699836;137827;24374
2017;BE;02;443;0;123567;325971;59606;425628;26871;10887
2017;BE;02;443;1;71681;158729;39217;209159;25017;1157
2017;BE;02;451;0;200693;589560;79715;133653;19912;9475
2017;BE;02;452;0;338805;595258;126208;249723;41178;19490
2017;BE;02;999;0;6646956;13698108;3262235;5336102;1737163;269473
2017;BE;02;999;1;1363522;2306100;1014497;1649769;424732;37215
2017;BL;01;411;0;21052;1133952;230351;85967;195390;9609
2017;BL;01;413;0;1336;155958;34959;11114;16845;2549
2017;BL;01;414;0;76381;511467;181540;86419;24900;11505
2017;BL;01;415;0;42330;100930;58731;9574;1934;0
2017;BL;01;421;0;826974;3406351;1286085;1120663;268532;30100
2017;BL;01;421;1;134584;527096;308838;405774;54728;7809
2017;BL;01;422;0;323648;1550782;672745;742878;123315;11510
2017;BL;01;422;1;92852;449439;415024;349396;43767;6332
2017;BL;01;431;0;168339;553920;480437;181513;31980;778
2017;BL;01;431;1;38572;165826;177105;118719;20701;106
2017;BL;01;451;0;160196;1949056;563378;544064;239242;38898
2017;BL;01;452;0;134616;880124;480365;352358;104423;22265
2017;BL;01;999;0;892858;5636570;2416302;1920278;610537;85243
2017;BL;01;999;1;65105;283032;250504;228706;30413;8620
2017;BL;02;421;0;666720;1700892;475022;501016;116195;10433
2017;BL;02;421;1;161922;338715;141734;182276;27332;489
2017;BL;02;422;0;321765;712080;326329;289520;55876;3941
2017;BL;02;422;1;143281;362685;196941;218342;37523;2930
2017;BL;02;431;1;58460;121393;120043;67760;13446;0
2017;BL;02;999;0;103074;250812;111851;66741;25123;448
2017;FR;01;411;0;125450;6255225;1668585;813314;801180;268034
2017;FR;01;413;0;22307;1886646;332330;107986;225034;50287
2017;FR;01;413;1;13839;477062;76361;525498;24332;6422
2017;FR;01;415;0;33191;148771;53868;19630;19656;2077
2017;FR;01;421;0;2820645;12437070;2078499;6033421;1364777;207838
2017;FR;01;421;1;255014;967844;278624;807173;133439;19321
2017;FR;01;422;0;193093;653779;198092;401645;85790;5738
2017;FR;01;431;0;126580;607088;226885;269049;49789;2979
2017;FR;01;442;0;41344;168048;25713;227143;21004;1008
2017;FR;01;443;0;50764;260867;81329;286468;28424;1334
2017;FR;01;451;0;705219;8524639;2073913;2676009;1144423;356023
2017;FR;01;451;1;39149;456680;116884;504721;75666;24441
2017;FR;01;452;0;239413;1921445;559543;758644;303627;80769
2017;FR;01;999;0;2461907;20547160;5719328;9775323;2886445;707576
2017;FR;01;999;1;98591;681136;238307;812239;111536;47759
2017;FR;02;421;0;9434701;17168866;2282422;7473289;1489236;215876
2017;FR;02;421;1;550921;1200164;135682;846274;99383;13034
2017;FR;02;422;0;328528;501358;104661;282541;37440;1550
2017;FR;02;422;1;193638;271396;106368;224429;51832;4273
2017;FR;02;443;0;195906;493205;68589;506592;45339;11718
2017;FR;02;999;0;1271780;2761953;321505;1407493;298330;74225
2017;GE;01;411;0;8430;3798631;1044444;739678;327448;249475
2017;GE;01;413;0;0;207076;67973;15581;8071;1803
2017;GE;01;415;0;112331;3198810;986871;375424;353131;147025
2017;GE;01;431;0;978;147033;106019;57835;7372;0
2017;GE;01;452;0;61303;612536;88421;239915;65074;30241
2017;GE;01;999;0;7019;820459;385898;207268;60181;21065
2017;GL;01;421;0;435678;869952;368591;512180;78053;30548
2017;GL;02;421;0;2947283;3053393;1040820;1039820;462417;8631
2017;GL;02;421;1;1279269;1336158;415683;769022;222423;4502
2017;GL;02;422;0;270304;310942;86553;125294;55145;133
2017;GL;02;422;1;504042;628427;267823;368822;119776;2744
2017;GL;02;431;0;167135;199525;72906;65435;22060;0
2017;GL;02;431;1;93787;107945;40954;58735;20067;0
2017;GL;02;999;0;398906;400970;166745;135571;81909;132
2017;GR;01;415;0;42562;302827;113699;15921;67014;9700
2017;GR;01;421;0;186551;310514;119536;112663;34695;1538
2017;GR;01;431;0;37819;71113;32815;22753;8114;0
2017;GR;01;451;0;95722;319972;101096;93422;77220;4124
2017;GR;01;452;0;155601;363854;133031;138257;64061;17880
2017;GR;01;999;0;537744;1315265;393777;540112;323458;35719
2017;GR;02;421;0;11210260;11705396;4634030;4004572;1888787;42130
2017;GR;02;421;1;11969358;12055696;6705648;6645303;2358412;26356
2017;GR;02;422;0;1887274;1957608;821979;829360;314968;3173
2017;GR;02;422;1;14773141;14209142;7711479;8447290;2879806;29395
2017;GR;02;431;0;1576206;1632119;756809;502690;278745;134
2017;GR;02;431;1;4433615;4152807;2534579;2209627;873590;364
2017;GR;02;999;0;2015827;1931299;887099;699517;290749;4938
2017;GR;02;999;1;5612119;5418902;3058518;3068684;1045769;19060
2017;JU;01;411;0;19740;1485446;580167;226784;162790;73131
2017;JU;01;421;0;128249;703119;338510;282738;92442;4721
2017;JU;01;421;1;59754;522590;356819;526233;70214;19896
2017;JU;01;422;0;196473;912769;530680;490944;124779;11095
2017;JU;01;431;0;32693;295089;198707;120062;28191;425
2017;JU;01;451;0;281392;5146291;1487779;1498362;540247;104659
2017;JU;01;452;0;224593;2262242;878719;863359;267356;37252
2017;JU;01;452;1;122060;1087618;392909;1049665;130522;110499
2017;JU;01;999;0;594280;6298056;2675020;2468263;736813;156988
2017;JU;01;999;1;30607;507406;273991;604532;63405;46429
2017;JU;02;421;0;4926683;9825328;1825981;3396405;1071031;81505
2017;JU;02;421;1;555000;1109305;370459;652361;103483;4438
2017;JU;02;422;0;1643774;3269545;1005509;1423943;338103;10990
2017;JU;02;422;1;544928;1188813;591439;762813;140992;3518
2017;JU;02;431;0;348107;621732;236169;185054;60942;1866
2017;JU;02;431;1;154686;238358;150669;141890;31314;10296
2017;JU;02;999;0;1732962;3716073;924630;1546385;362587;39625
2017;LU;01;411;0;32087;799648;203909;92623;141237;49787
2017;LU;01;413;0;4303;171458;58652;19617;14796;3375
2017;LU;01;414;0;14608;190336;86131;17363;13906;4364
2017;LU;01;415;0;27752;48222;69369;4682;3525;9051
2017;LU;01;421;0;1615136;8742885;3166941;4179135;840350;444065
2017;LU;01;421;1;251885;1349291;592697;1219755;168836;93506
2017;LU;01;422;0;522389;2500974;1173185;1669451;279862;92572
2017;LU;01;422;1;91385;385472;280355;335625;67229;17159
2017;LU;01;431;0;116066;474559;226498;183318;50753;6760
2017;LU;01;431;1;27043;89978;99416;57698;23773;267
2017;LU;01;442;0;411923;2560514;843992;2657334;236021;196813
2017;LU;01;443;0;103893;464221;210091;902829;61289;25690
2017;LU;01;451;0;90485;1577901;386455;495294;176082;144623
2017;LU;01;452;0;148939;1177533;379003;589581;132213;88315
2017;LU;01;452;1;43915;264689;150861;293177;53600;18210
2017;LU;01;999;0;3304222;29490827;8712210;18809333;3115650;2157656
2017;LU;01;999;1;232831;1552282;685567;1870159;229706;152444
2017;LU;02;421;0;6291999;10272670;3234809;3593609;1309206;133992
2017;LU;02;421;1;827616;1293602;558595;793210;187441;29594
2017;LU;02;422;0;2738074;4004742;1820877;1922192;541118;40522
2017;LU;02;422;1;736051;1075855;673145;668824;170624;13190
2017;LU;02;431;0;508832;720136;312809;270672;105639;1095
2017;LU;02;431;1;139371;235911;118166;158378;30089;1347
2017;LU;02;442;0;637738;1211737;385760;1045685;179362;46106
2017;LU;02;443;0;62253;121940;39681;123966;23533;4086
2017;LU;02;443;1;49755;94726;62913;118030;17788;2910
2017;LU;02;999;0;4549442;8016736;2413205;4013418;1059970;176759
2017;LU;02;999;1;296491;457961;299100;353164;78279;11323
2017;NE;01;411;0;43980;1179604;242339;252074;157871;54366
2017;NE;01;415;0;123793;645762;315193;46693;116785;1731
2017;NE;01;415;1;34615;162312;134372;200744;34714;0
2017;NE;01;451;0;227835;1189189;422984;351647;205141;30355
2017;NE;01;452;0;229893;1033036;425673;428580;175403;17816
2017;NE;01;999;0;312797;2114461;742172;694634;368646;42572
2017;NE;02;421;0;6335371;18227352;2820840;6327228;1796535;182253
2017;NE;02;421;1;278091;804395;208596;435624;94609;17633
2017;NE;02;422;0;1192778;2966405;741420;1193321;400867;20341
2017;NE;02;422;1;241721;647552;346062;399937;84218;6184
2017;NE;02;431;0;126460;329184;76292;119267;25679;347
2017;NE;02;999;0;1167782;3266457;596719;1138001;331458;72481
2017;NW;01;421;0;235978;580832;138953;285700;59913;28583
2017;NW;01;999;0;72669;149410;55830;106655;14479;10754
2017;NW;02;421;0;2457341;2795119;986231;857452;402621;35318
2017;NW;02;421;1;587985;596723;271042;388963;106436;10382
2017;NW;02;422;0;306919;297821;177102;157432;46592;5358
2017;NW;02;422;1;333100;250478;178094;172475;39049;1985
2017;NW;02;431;0;372653;338102;113047;106993;45297;361
2017;NW;02;431;1;130015;117869;49155;62838;16651;0
2017;NW;02;442;0;138547;168746;68519;107881;25562;2658
2017;NW;02;999;0;497896;547106;240070;306102;78238;6798
2017;OW;01;421;0;443498;834431;243084;422760;118629;16059
2017;OW;01;421;1;205449;315369;103567;255842;37075;8739
2017;OW;01;999;0;104730;166220;54322;174485;19858;6174
2017;OW;02;421;0;3702783;3390925;942507;1400660;462708;35578
2017;OW;02;421;1;2041690;1881406;734737;1309084;323490;26930
2017;OW;02;422;0;182981;179105;92584;102955;24822;5142
2017;OW;02;422;1;279541;243773;132423;169571;39070;1819
2017;OW;02;431;0;95052;111544;46368;32699;19067;0
2017;OW;02;431;1;81320;89717;36556;48069;22407;575
2017;OW;02;999;0;647171;682639;210363;362416;106271;16205
2017;OW;02;999;1;190015;176537;60224;108539;40197;2638
2017;SG;01;413;0;45754;1133126;229834;92600;175170;14920
2017;SG;01;414;0;7108;207269;227787;6314;18633;9431
2017;SG;01;415;0;152371;130564;107207;2535;15522;14368
2017;SG;01;421;0;3612971;16656535;5743442;8286497;1711134;189134
2017;SG;01;421;1;348886;1675298;765523;1420737;272846;29034
2017;SG;01;422;0;561952;1848428;918279;1222890;257883;32186
2017;SG;01;422;1;98281;289440;379709;280726;92234;5585
2017;SG;01;431;0;377652;896253;448231;367272;90226;4510
2017;SG;01;431;1;111438;220079;109383;203857;16002;7211
2017;SG;01;442;0;204150;1269223;437052;1596831;126388;34162
2017;SG;01;443;0;58997;578338;241936;1238983;63947;5872
2017;SG;01;451;0;190877;1243073;274215;390434;200481;43648
2017;SG;01;452;0;139673;480873;141739;233975;79032;6991
2017;SG;01;999;0;1302213;8774290;3270445;5119810;1131781;235409
2017;SG;01;999;1;199310;787192;402826;905143;138108;29723
2017;SG;02;421;0;14593295;20255145;5782754;7304871;2164930;136210
2017;SG;02;421;1;2541754;3158905;1058981;1891953;415382;39414
2017;SG;02;422;0;1923190;2536508;926142;1141128;312029;19666
2017;SG;02;422;1;1060736;1188869;545438;776134;167895;5493
2017;SG;02;431;0;940097;1174367;313910;417780;127238;990
2017;SG;02;431;1;286140;331938;161773;192286;59724;1195
2017;SG;02;442;0;152918;262991;32757;255361;23583;3810
2017;SG;02;443;0;73709;171897;24538;258591;13129;3432
2017;SG;02;999;0;2788504;3921957;1203652;1759151;436589;27858
2017;SG;02;999;1;673051;874674;366591;635998;133883;6470
2017;SH;01;411;0;203797;4987066;1638170;621801;573305;220465
2017;SH;01;415;0;100446;649183;321725;86960;84259;22978
2017;SH;01;431;0;9024;47502;84221;24062;4303;0
2017;SH;01;451;0;139627;1757235;538587;479989;114947;27770
2017;SH;01;452;0;92140;896542;523288;348307;86934;24168
2017;SH;01;999;0;541682;5351809;2934746;1961026;450993;177795
2017;SO;01;411;0;38552;2262122;722526;304337;284954;126772
2017;SO;01;413;0;3065;237398;77703;10654;23214;2976
2017;SO;01;414;0;8721;183876;177996;36783;28406;4479
2017;SO;01;421;0;446511;2275986;999079;1004108;202823;59704
2017;SO;01;421;1;63737;332049;226600;278427;39918;21642
2017;SO;01;422;0;245612;1088194;747025;525496;125735;27022
2017;SO;01;431;0;146041;501414;441190;185694;34634;2729
2017;SO;01;451;0;218776;5580392;1473768;1572573;736912;262248
2017;SO;01;452;0;138564;1201452;538969;519252;167877;66967
2017;SO;01;999;0;567331;7418495;3498541;2892017;875465;324030
2017;SO;01;999;1;32598;533740;196937;550159;80803;53769
2017;SO;02;421;0;1804598;4200328;1432458;1433416;581444;64245
2017;SO;02;421;1;366324;876123;375760;498718;118103;11331
2017;SO;02;422;0;432092;951568;410759;410017;141447;13337
2017;SO;02;422;1;463890;983806;804154;601993;198420;15872
2017;SO;02;431;1;173825;296461;219479;166922;33024;150
2017;SO;02;999;0;429972;871269;477516;301492;104688;13725
2017;SZ;01;421;0;1286266;3432824;1651667;1588833;426554;128639
2017;SZ;01;421;1;58136;112657;86923;91853;18679;4411
2017;SZ;01;422;0;154760;316033;189005;206445;54546;11460
2017;SZ;01;422;1;60187;94630;84535;79588;24260;4152
2017;SZ;01;431;0;103290;227369;130217;76011;16265;4242
2017;SZ;01;442;0;50153;173594;94181;135503;25782;9494
2017;SZ;01;999;0;207904;746979;350703;552627;90935;36211
2017;SZ;02;421;0;8454535;11092354;5585158;3792546;1575014;145944
2017;SZ;02;421;1;735113;893094;606133;546227;161335;18532
2017;SZ;02;422;0;864028;1238096;670485;537805;163461;17264
2017;SZ;02;422;1;753774;922690;667589;590393;144880;17838
2017;SZ;02;431;0;1176313;1292928;582237;452739;204981;3444
2017;SZ;02;431;1;211242;274624;201605;147955;66533;813
2017;SZ;02;442;0;163666;245313;93672;213104;32839;10195
2017;SZ;02;443;0;51814;89891;59584;177705;13767;0
2017;SZ;02;999;0;1563077;1893160;971530;760547;297671;30106
2017;SZ;02;999;1;163282;206312;144082;119063;28866;1717
2017;TG;01;411;0;53830;4058964;1042089;451659;453041;147585
2017;TG;01;413;0;23326;1264031;223046;92947;76065;24300
2017;TG;01;413;1;10487;597099;152935;624424;76261;20834
2017;TG;01;414;0;22622;1707290;329264;110319;133710;77142
2017;TG;01;414;1;3015;143465;83058;163457;26441;9819
2017;TG;01;415;0;63521;305698;69066;25185;63120;7588
2017;TG;01;421;0;658269;8914799;2655661;4809890;1046194;198213
2017;TG;01;421;1;92392;1420588;677684;1424809;218383;59203
2017;TG;01;422;0;41731;445507;228995;289058;72429;11233
2017;TG;01;422;1;89048;310649;316096;336811;80782;5170
2017;TG;01;431;0;166565;512897;503928;265859;62643;408
2017;TG;01;431;1;20544;219146;223864;202194;56332;4233
2017;TG;01;442;0;31163;274766;141612;604621;43628;7045
2017;TG;01;443;0;14206;217305;137954;775570;37618;3261
2017;TG;01;451;0;159511;6019129;1331442;1718337;576558;206149
2017;TG;01;451;1;14152;398894;105738;458001;63039;51267
2017;TG;01;452;0;80069;1234563;439566;487280;169066;28947
2017;TG;01;452;1;26955;437295;155428;486213;80007;21249
2017;TG;01;999;0;549287;15197121;4221805;7405011;1441076;529554
2017;TG;01;999;1;146836;2048588;860311;2569076;390513;137944
2017;TG;02;421;0;420867;750414;142231;284250;103867;7605
2017;TI;01;413;0;11643;282223;68494;13775;19413;6404
2017;TI;01;415;0;237359;518353;251028;39088;48191;5785
2017;TI;01;421;0;66588;285191;53880;159947;16351;19806
2017;TI;01;422;0;34004;165916;61015;93040;7650;0
2017;TI;01;431;0;109561;232265;58800;98549;10281;0
2017;TI;01;999;0;154743;514914;186480;124459;16985;19928
2017;TI;02;415;0;167741;176419;46024;3282;33238;1550
2017;TI;02;421;0;3064003;3827612;1148899;1234323;282453;6693
2017;TI;02;422;0;292987;497393;234611;159898;62494;0
2017;TI;02;422;1;491035;618143;337737;312568;111772;0
2017;TI;02;431;0;2459715;2527448;1009040;866431;246552;0
2017;TI;02;431;1;992313;971803;600213;570115;163210;0
2017;TI;02;999;0;683155;760448;276008;262622;75500;539
2017;TI;02;999;1;367929;415054;190657;236621;48173;774
2017;UR;01;421;0;374746;568052;141322;288489;60195;36598
2017;UR;02;421;0;5539963;4127885;1717639;1298723;648044;14190
2017;UR;02;421;1;362543;273977;176375;150463;52671;201
2017;UR;02;422;0;299627;198762;109799;97897;35862;2286
2017;UR;02;422;1;610917;454000;294487;289376;45149;1690
2017;UR;02;431;0;934425;696625;297587;217009;146837;243
2017;UR;02;431;1;192273;155929;90669;80012;33499;0
2017;UR;02;999;0;884662;605943;319263;185299;127838;1338
2017;VD;01;411;0;631462;31935148;7722213;4918217;3582064;1625140
2017;VD;01;411;1;46300;920275;248399;1011728;109849;140900
2017;VD;01;413;0;18988;1907903;376642;111001;180848;43966
2017;VD;01;413;1;5004;492586;168251;447439;48505;40806
2017;VD;01;414;0;2093;1080172;239275;97371;85569;31640
2017;VD;01;415;0;2386525;5027297;1656279;424427;534143;177615
2017;VD;01;415;1;117342;331690;212682;328762;47151;21128
2017;VD;01;421;0;838859;3024841;852824;1539401;363788;37417
2017;VD;01;422;0;347458;879473;330050;523826;108566;4323
2017;VD;01;422;1;137253;313050;259052;268986;45447;1196
2017;VD;01;431;0;288365;759089;638966;418974;97835;1681
2017;VD;01;451;0;2664368;16896638;3893589;5571306;2094516;419569
2017;VD;01;451;1;100690;467599;128586;559558;63529;25481
2017;VD;01;452;0;1317204;6162417;2198251;2673467;827081;203707
2017;VD;01;452;1;247549;1366888;706473;1466290;184321;187979
2017;VD;01;999;0;2303340;22026670;7332137;8539981;2724157;714700
2017;VD;01;999;1;66148;997658;640368;1061716;132063;111045
2017;VD;02;421;0;6880130;9850163;2797122;3665191;1129677;68399
2017;VD;02;421;1;876698;1085369;472782;626047;130181;8212
2017;VD;02;422;0;930275;1531422;706022;658905;231256;3027
2017;VD;02;422;1;508109;822214;520954;509505;120480;2390
2017;VD;02;431;0;127939;180224;91074;68582;10402;0
2017;VD;02;431;1;244484;268765;130060;158306;24727;0
2017;VD;02;451;0;366940;736186;85836;242458;50754;14146
2017;VD;02;999;0;1290672;2630504;770895;829208;298784;39241
2017;VD;02;999;1;82036;214305;182307;173932;26575;8284
2017;VS;01;411;0;2090;378534;86744;5408;19452;1146
2017;VS;01;414;0;61997;1391318;160299;38418;302628;31803
2017;VS;01;414;1;51088;317826;77053;373164;16144;6000
2017;VS;01;415;0;2676094;2188537;276802;4032;221713;46322
2017;VS;01;415;1;310425;252008;145386;112183;25023;17043
2017;VS;01;421;0;293628;405226;119526;145195;58562;633
2017;VS;01;431;0;194072;320981;173416;168407;20427;619
2017;VS;01;999;0;1035707;2369538;437991;427810;404817;51655
2017;VS;02;414;0;294743;448746;75166;33388;71489;3499
2017;VS;02;415;0;3687809;2485178;368599;87324;283154;18468
2017;VS;02;421;0;11902401;12791338;6695580;3595277;2169339;17317
2017;VS;02;421;1;811502;1095266;696581;574958;169379;0
2017;VS;02;422;0;973503;1206037;712194;445986;137418;2288
2017;VS;02;422;1;1043320;1275216;995009;776055;234892;2426
2017;VS;02;431;0;4354360;4611356;2799096;1478877;549787;301
2017;VS;02;431;1;1903291;2105882;1807945;1236727;321668;394
2017;VS;02;999;0;1739722;2015166;1223776;577070;291977;3597
2017;VS;02;999;1;440933;491788;434126;338490;118097;976
2017;ZG;01;421;0;216431;1301100;643685;693463;118227;68429
2017;ZG;01;422;0;29611;318954;211416;228697;35995;17482
2017;ZG;01;431;0;14060;133529;144114;41010;12637;8231
2017;ZG;01;451;0;10950;443737;206663;158837;41787;47627
2017;ZG;01;999;0;117224;1821690;851978;1012045;164345;150600
2017;ZG;02;421;0;1455386;2766435;1522179;958960;359526;40573
2017;ZG;02;421;1;237417;495574;309418;305061;80877;15945
2017;ZG;02;422;0;255862;489457;409594;225605;70345;4784
2017;ZG;02;422;1;239177;406683;443843;265565;70204;2468
2017;ZG;02;431;0;134459;225873;140905;75555;33473;2080
2017;ZG;02;431;1;66368;102447;154260;66852;25328;1504
2017;ZG;02;999;0;367173;794828;390108;361635;113320;20336
2017;ZH;01;411;0;183928;10636648;2397685;971165;1066940;385097
2017;ZH;01;413;0;22437;1678361;315089;86350;77045;19822
2017;ZH;01;413;1;11156;955300;275377;1137897;51315;19121
2017;ZH;01;414;0;17938;481488;237525;45987;44055;11939
2017;ZH;01;415;0;193645;472092;135564;23635;19108;7018
2017;ZH;01;421;0;1614577;9047531;4766443;3706236;899296;33109
2017;ZH;01;421;1;225682;1448207;1156771;1290396;252800;3517
2017;ZH;01;422;0;377205;2479034;1818846;1425034;292901;18101
2017;ZH;01;422;1;155125;503946;587560;494729;86881;2398
2017;ZH;01;431;0;159419;1170541;935569;392363;105486;1831
2017;ZH;01;431;1;87965;272125;664030;259289;64183;0
2017;ZH;01;442;0;23382;75012;55300;223831;7730;0
2017;ZH;01;443;0;1248;57852;46675;233266;3191;1610
2017;ZH;01;451;0;344466;9031257;2500790;2410960;1107957;134950
2017;ZH;01;452;0;269456;3315245;1252470;1414201;381179;58898
2017;ZH;01;452;1;74099;592017;438981;644976;106375;9543
2017;ZH;01;999;0;1325436;18151943;8360622;6197773;2027319;252733
2017;ZH;01;999;1;280046;2573152;1521554;2795313;353594;84755
2017;ZH;02;421;0;1378864;2743775;855639;852197;329077;0
2017;ZH;02;421;1;158453;327263;113091;198010;31719;0
2017;ZH;02;422;0;331649;519210;242555;220537;97509;0
2017;ZH;02;422;1;279975;461028;292157;285844;87407;0
2017;ZH;02;431;0;99751;191607;65563;68126;12663;0
2017;ZH;02;431;1;82376;138236;73411;80618;36128;0
2017;ZH;02;999;0;473863;779548;351090;229002;131752;0
2017;99;01;411;0;17635;604126;156636;67415;74067;17271
2017;99;01;411;1;18836;1176106;449289;1234257;159838;250770
2017;99;01;413;0;24908;808756;263828;66183;88466;12486
2017;99;01;413;1;21069;476150;288052;522410;52929;10775
2017;99;01;414;0;3094;396696;158039;14516;24858;17919
2017;99;01;414;1;14666;193024;120740;224152;22334;15131
2017;99;01;415;0;15700;29959;40590;5076;2133;2400
2017;99;01;415;1;82132;408995;264458;432678;63216;38825
2017;99;01;421;0;102170;452826;154674;216397;77730;9020
2017;99;01;421;1;226685;916252;443664;737207;106085;26171
2017;99;01;422;0;281471;578294;222490;317287;46760;6733
2017;99;01;422;1;191985;721983;424545;585228;99967;5984
2017;99;01;431;0;6452;76938;35244;40497;9314;123
2017;99;01;431;1;305301;674799;623492;507129;101492;6123
2017;99;01;442;0;130612;360225;197942;676832;30804;16759
2017;99;01;442;1;12078;32489;52336;49502;4838;2962
2017;99;01;443;0;102839;406374;201096;727828;44296;11157
2017;99;01;443;1;100220;460117;439555;712650;106291;9982
2017;99;01;451;0;143131;751330;192217;260497;28127;24915
2017;99;01;451;1;44173;813435;328925;910728;114289;66671
2017;99;01;452;0;35112;191009;80182;146324;21749;13956
2017;99;01;452;1;218932;1421494;651582;1548875;210796;132075
2017;99;01;999;0;344589;2417127;999512;1062507;294726;115818
2017;99;01;999;1;681957;5056083;2468084;5204124;735483;403811
2017;99;02;411;0;67594;338180;47489;67522;29766;33705
2017;99;02;411;1;14328;35587;194795;26132;2769;10109
2017;99;02;413;1;19526;45045;18649;32362;17824;250
2017;99;02;414;0;9565;22057;12498;5931;8609;0
2017;99;02;414;1;10494;22934;18069;20549;7482;0
2017;99;02;415;0;82869;116193;35016;19619;17440;600
2017;99;02;415;1;154823;134014;150825;106815;32856;2625
2017;99;02;421;0;75611;176167;126443;38148;38421;3044
2017;99;02;421;1;224954;295810;129634;160875;32580;919
2017;99;02;422;0;347972;355316;214113;199716;70007;2830
2017;99;02;422;1;74486;133972;94928;81739;47224;1148
2017;99;02;431;0;51714;119388;60105;41411;4086;0
2017;99;02;431;1;74161;143875;107438;83235;50451;1211
2017;99;02;442;0;350536;631524;190583;564656;80646;3849
2017;99;02;442;1;71454;104152;35131;137701;14442;2691
2017;99;02;443;0;228665;378992;94606;607164;43633;5123
2017;99;02;443;1;236397;389829;174267;447825;54492;7219
2017;99;02;451;0;172127;431368;88196;98739;47259;1623
2017;99;02;451;1;32270;80231;13852;70969;6010;1111
2017;99;02;452;0;339821;837119;261863;328606;102992;32846
2017;99;02;452;1;299151;589436;238254;490476;101630;42942
2017;99;02;999;0;1565042;3306846;1060496;1360120;458932;76801
2017;99;02;999;1;2212279;3795715;2009093;2865488;645275;127369
2018;AG;01;411;0;228056;6506673;1659740;666159;437146;297184
2018;AG;01;413;0;42398;1773612;422158;129107;136925;31727
2018;AG;01;413;1;24647;576217;198349;511280;127108;54672
2018;AG;01;414;0;46004;504144;267030;47847;58179;12676
2018;AG;01;414;1;28371;178203;123053;175593;27804;559
