JAHR;KT;GEBIET;FAT;BIO;B_KULTURLAND;B_VERSORGUNGSSICHERHEIT;B_BIODIVERSITAET;B_PRODUKTIONSSYSTEME;B_LANDSCHAFTSQUALITAET;B_RESSOURCENEFFIZIENZ
2016;AG;01;415;0;202248;448769;222317;29260;63792;24963
2016;AG;01;421;0;744572;3907449;1786922;1721559;486309;109282
2016;AG;01;421;1;110646;630088;519288;585541;171967;24640
2016;AG;01;422;0;407363;2125752;1165159;1159338;310644;34204
2016;AG;01;422;1;114051;465213;389566;397835;127799;15619
2016;AG;01;431;0;350573;1181622;672123;467844;184980;4786
2016;AG;01;431;1;12117;97861;144342;72962;57188;1303
2016;AG;01;442;0;43946;202720;47591;241942;1901;5232
2016;AG;01;451;0;475946;9618948;2801534;2448311;834815;320553
2016;AG;01;451;1;19948;354775;116256;352852;47837;20617
2016;AG;01;452;0;407772;4081405;1729764;1623225;493249;123287
2016;AG;01;452;1;49708;533200;326376;615277;170487;44029
2016;AG;01;999;0;2306417;24771404;9771597;9896634;2575346;767922
2016;AG;01;999;1;239161;1994461;1099094;2378379;394471;104569
2016;AG;02;421;0;119442;307906;161012;54925;46066;3866
2016;AI;02;421;0;2656626;4573079;752739;1673783;49869;89062
2016;AI;02;421;1;98707;183400;47857;110420;14176;4983
2016;AI;02;422;0;190972;410293;60974;175552;29432;6910
2016;AI;02;431;0;45602;94323;24466;31964;18618;718
2016;AI;02;442;0;249764;455879;74933;474386;20927;18534
2016;AI;02;443;0;33966;45634;9387;302924;1575;0
2016;AI;02;999;0;999913;1956097;370428;911583;68711;46787
2016;AR;02;421;0;4723625;8080569;1172204;3006762;769147;129563
2016;AR;02;421;1;838964;1718030;246553;1052553;205650;63127
2016;AR;02;422;0;246622;408071;71666;195282;36293;4157
2016;AR;02;422;1;208041;372294;119515;234076;46310;9039
2016;AR;02;431;0;238536;396850;82129;127233;49815;280
2016;AR;02;431;1;38928;77772;39419;44044;18608;286
2016;AR;02;442;0;76386;175832;25311;268794;18111;8334
2016;AR;02;999;0;811067;1512616;200478;648355;161577;28141
2016;AR;02;999;1;54854;106761;25811;57010;20158;1429
2016;BE;01;411;0;99140;10758336;2693501;1313053;703693;647741
2016;BE;01;413;0;23038;3749638;740780;163808;226498;72323
2016;BE;01;413;1;9528;274407;107320;295232;38684;11384
2016;BE;01;414;0;12022;574371;176866;33440;36848;17138
2016;BE;01;415;0;365362;230970;105760;1464;19243;14198
2016;BE;01;421;0;3471345;14135116;3649367;5836211;1840896;348754
2016;BE;01;421;1;240146;989020;343441;793270;149016;29137
2016;BE;01;422;0;590022;2954244;968284;1740574;425408;63211
2016;BE;01;422;1;106981;513423;315601;478945;100867;11339
2016;BE;01;431;0;347009;1180037;483954;560263;134347;19055
2016;BE;01;431;1;52573;208554;121178;139461;36441;2027
2016;BE;01;442;0;126840;593086;154786;576131;78205;27175
2016;BE;01;443;0;52239;302481;82236;403439;45797;5173
2016;BE;01;451;0;783099;17164471;4061097;4456952;1841900;707164
2016;BE;01;451;1;13830;461306;118490;440633;53191;28648
2016;BE;01;452;0;303272;4156221;1394271;1753996;504077;207857
2016;BE;01;452;1;85296;686822;296352;725245;117638;50149
2016;BE;01;999;0;3639485;39368919;10532019;17580713;4357442;1799506
2016;BE;01;999;1;267573;2420583;1013489;2798114;367404;189784
2016;BE;02;421;0;44105117;65805475;17239440;21789498;8876080;651322
2016;BE;02;421;1;7714106;10558339;3808832;6013949;1656973;115127
2016;BE;02;422;0;3648986;6411180;2043837;2832983;858936;66832
2016;BE;02;422;1;1858211;2693869;1452493;1680063;502283;25213
2016;BE;02;431;0;1831137;2864717;987270;937199;432295;8857
2016;BE;02;431;1;527186;744330;425177;422262;172823;1246
2016;BE;02;442;0;428008;1002229;208408;805258;170038;28015
2016;BE;02;443;0;120343;311761;55129;384347;23549;10118
2016;BE;02;443;1;85486;172198;45194;223693;23953;2711
2016;BE;02;451;0;191542;528967;71611;114103;21544;12130
2016;BE;02;452;0;246266;454095;75555;183078;17533;14317
2016;BE;02;999;0;6510542;14040379;3188086;5455417;1787990;267456
2016;BE;02;999;1;1248976;2141802;834402;1482949;395521;39683
2016;BL;01;411;0;14636;1139636;205009;101044;173131;10933
2016;BL;01;413;0;0;144839;37444;15973;11160;0
2016;BL;01;414;0;66857;527706;189216;95647;27705;7958
2016;BL;01;415;0;47228;102266;60871;10380;2906;0
2016;BL;01;421;0;831442;3526463;1349287;1115226;269406;30499
2016;BL;01;421;1;94876;399951;235855;315477;40769;7599
2016;BL;01;422;0;298164;1611073;637132;749332;120455;10353
2016;BL;01;422;1;77360;428351;411876;334121;40800;5741
2016;BL;01;431;0;131437;475599;342743;152473;22050;1807
2016;BL;01;431;1;30871;138923;174727;97741;18873;0
2016;BL;01;451;0;165421;1961260;554253;581345;231972;46387
2016;BL;01;452;0;107507;808981;421106;331091;85644;13729
2016;BL;01;999;0;850135;5941321;2563818;2039948;617531;100910
2016;BL;01;999;1;61914;298425;232811;248400;25949;5822
2016;BL;02;421;0;696340;1750128;488851;475817;117474;7814
2016;BL;02;421;1;158287;341705;132413;182506;24877;573
2016;BL;02;422;0;312485;683667;407450;283275;67764;6102
2016;BL;02;422;1;91330;239353;121752;150762;35155;3437
2016;BL;02;431;1;67167;144415;126114;80353;16739;0
2016;BL;02;999;0;103873;237116;103676;61689;20755;1389
2016;BL;02;999;1;128193;309264;163367;169578;29129;5332
2016;FR;01;411;0;61272;6647953;1781447;912324;821496;308537
2016;FR;01;413;0;8628;1656672;244933;78026;163599;40292
2016;FR;01;413;1;4578;501162;87971;554579;40325;5555
2016;FR;01;421;0;2785099;13208984;2130362;6449039;1454951;203446
2016;FR;01;421;1;214428;850034;191310;686162;100825;22784
2016;FR;01;422;0;186008;636291;174006;413962;88986;17311
2016;FR;01;431;0;123384;628212;230843;288717;53044;2622
2016;FR;01;442;0;45188;203858;28355;266386;21008;4168
2016;FR;01;443;0;68712;340756;101133;355501;40302;5332
2016;FR;01;451;0;559611;8805785;2104714;2804355;1191923;316688
2016;FR;01;452;0;234856;2168862;625841;854917;342839;74895
2016;FR;01;999;0;1947594;19387660;5461715;9285683;2783704;615331
2016;FR;01;999;1;82462;631594;200530;788029;73079;57687
2016;FR;02;421;0;9719714;17696519;2237174;7677659;1564976;208222
2016;FR;02;421;1;595801;1224298;127997;873934;95254;16320
2016;FR;02;422;0;364829;524992;95570;297980;43754;718
2016;FR;02;443;0;201618;491030;63007;496594;52108;9174
2016;FR;02;999;0;1150957;2427608;268539;1236074;254509;55402
2016;GE;01;411;0;0;3725504;1010072;702715;290209;167957
2016;GE;01;413;0;0;231410;68868;20963;7547;1891
2016;GE;01;415;0;86331;3195484;1045402;374578;352857;134681
2016;GE;01;431;0;5834;141641;110353;47713;7372;0
2016;GE;01;452;0;68660;737563;125357;300024;75914;37936
2016;GE;01;999;0;5920;914988;404105;230119;71441;28903
2016;GL;01;421;0;419425;875361;383373;521335;74170;2321
2016;GL;02;421;0;2928991;3092589;1086145;1028471;413250;178
2016;GL;02;421;1;1150870;1277609;392607;725690;183174;0
2016;GL;02;422;0;227267;275554;71741;109786;43352;0
2016;GL;02;422;1;474989;620026;267452;361497;104978;420
2016;GL;02;431;0;175969;224247;82926;73106;23787;0
2016;GL;02;431;1;86538;103559;42119;57688;17221;0
2016;GL;02;999;0;379123;411275;141723;132464;64891;0
2016;GR;01;415;0;41765;321925;116187;16990;80848;0
2016;GR;01;421;0;212569;368922;132908;143235;31452;0
2016;GR;01;431;0;44634;78965;37021;27786;12925;0
2016;GR;01;451;0;113981;346469;90423;82763;58395;2540
2016;GR;01;452;0;109125;267641;110275;119941;45310;2140
2016;GR;01;999;0;498940;1297926;395441;535042;307218;4261
2016;GR;02;421;0;11320014;12095049;4765946;4060941;1965405;1577
2016;GR;02;421;1;11771116;12238568;6603568;6665283;2375829;5999
2016;GR;02;422;0;1794587;1876717;795365;804153;305966;0
2016;GR;02;422;1;13585722;13292600;7318110;7927336;2743862;4521
2016;GR;02;431;0;1644280;1685220;787861;518853;321721;0
2016;GR;02;431;1;4403490;4245872;2608185;2261528;907592;0
2016;GR;02;999;0;1933886;1907599;823792;700915;325653;0
2016;GR;02;999;1;5641446;5503892;2968607;3139964;1033357;1815
2016;JU;01;411;0;13597;1517192;622997;250231;162943;76977
2016;JU;01;421;0;158354;867227;390086;353761;103396;6054
2016;JU;01;421;1;62487;534118;267009;468579;68429;23211
2016;JU;01;422;0;192863;1105638;523790;580148;145410;7223
2016;JU;01;431;0;32940;293141;189258;122508;27868;145
2016;JU;01;451;0;337662;5613098;1689945;1677825;617125;112295
2016;JU;01;452;0;252963;2289178;970117;846819;265954;24800
2016;JU;01;452;1;91375;902354;333881;920864;110268;85683
2016;JU;01;999;0;508685;5863539;2557966;2256555;693413;172480
2016;JU;02;421;0;4999446;10002480;1834647;3296244;1084965;74976
2016;JU;02;421;1;513043;1114480;334339;653020;107941;7818
2016;JU;02;422;0;1534173;3064711;977091;1317227;316940;18086
2016;JU;02;422;1;450889;882123;496430;523615;93205;804
2016;JU;02;431;0;314035;570023;198839;164848;54350;778
2016;JU;02;431;1;147484;207515;135296;138069;28431;2585
2016;JU;02;999;0;2135034;4671853;1095197;1927965;465010;47695
2016;LU;01;411;0;27176;807176;199334;89452;133218;52700
2016;LU;01;413;0;1830;181413;51702;20961;21786;4683
2016;LU;01;414;0;5045;213197;82067;21021;15062;21929
2016;LU;01;415;0;25904;43655;65678;2670;3610;0
2016;LU;01;421;0;1423355;8885602;3151585;4051265;892102;454403
2016;LU;01;421;1;202241;1154147;519904;1017324;151458;78201
2016;LU;01;422;0;451961;2447675;1098912;1593820;272313;82340
2016;LU;01;422;1;65339;366522;268288;338427;68212;13542
2016;LU;01;431;0;82960;459601;230197;183244;58294;5536
2016;LU;01;431;1;32916;93438;95052;58875;24873;126
2016;LU;01;442;0;386365;2911212;890630;2864070;274213;215442
2016;LU;01;443;0;96883;500520;230136;896402;53488;32732
2016;LU;01;451;0;73336;1603440;386012;482740;161332;105024
2016;LU;01;452;0;105142;1112169;354296;552954;111780;81537
2016;LU;01;452;1;39304;309063;185983;340295;57779;35790
2016;LU;01;999;0;2690207;29337531;8444033;18501611;3145590;2125832
2016;LU;01;999;1;190189;1308292;568280;1603521;203641;121675
2016;LU;02;421;0;6312920;10620011;3235900;3646689;1304547;128859
2016;LU;02;421;1;740179;1167508;497661;710535;167423;21732
2016;LU;02;422;0;2687970;4016768;1778552;1887876;520340;33700
2016;LU;02;422;1;653336;979707;588931;603192;138904;11053
2016;LU;02;431;0;484083;728354;297245;268166;105304;1095
2016;LU;02;431;1;113282;201486;116616;136996;29230;0
2016;LU;02;442;0;628590;1222745;361997;1063739;183952;45556
2016;LU;02;999;0;4551652;8343936;2532844;4107042;1035316;174674
2016;LU;02;999;1;114885;222323;116647;214028;28150;8909
2016;NE;01;411;0;51402;1218272;256041;245122;153403;37938
2016;NE;01;415;0;121153;648738;293002;35648;125232;9466
2016;NE;01;415;1;29530;94153;112074;116460;21231;0
2016;NE;01;451;0;203028;1176168;405518;349562;222254;36278
2016;NE;01;452;0;184225;839681;361696;378101;139946;13999
2016;NE;01;999;0;410614;2489029;840433;832171;457251;61017
2016;NE;02;421;0;6419426;18537549;2573811;6258291;1778752;168383
2016;NE;02;421;1;280137;811746;178055;435840;85631;13215
2016;NE;02;422;0;976928;2314628;567590;921363;253192;16584
2016;NE;02;422;1;287886;739390;313345;440667;94566;12829
2016;NE;02;431;0;119343;327015;56940;95730;29284;684
2016;NE;02;999;0;1549942;4126757;831248;1461146;414553;80290
2016;NW;01;421;0;243917;613498;158667;298108;65080;27334
2016;NW;01;999;0;53803;135971;42525;90480;12572;8968
2016;NW;02;421;0;2415341;2876462;1002996;896372;414323;31803
2016;NW;02;421;1;509888;584705;239889;374162;98380;8785
2016;NW;02;422;0;303714;319018;193010;164966;46772;5936
2016;NW;02;422;1;280679;227956;169936;153049;37106;293
2016;NW;02;431;0;338183;331148;103119;108147;44074;361
2016;NW;02;442;0;154285;190443;70937;127453;27149;2309
2016;NW;02;999;0;465787;529172;220987;276714;83956;3491
2016;OW;01;421;0;376646;777188;182769;390310;119563;13852
2016;OW;01;421;1;151173;254652;60190;207247;34781;5212
2016;OW;01;999;0;108164;178161;52691;176702;22973;6979
2016;OW;02;421;0;3795573;3530419;989841;1433021;486478;30690
2016;OW;02;421;1;2080493;1953711;755988;1330837;336306;22320
2016;OW;02;422;0;148269;154774;66475;91607;23294;3009
2016;OW;02;422;1;254907;228841;118000;167163;41683;1629
2016;OW;02;431;0;102335;119124;42025;26650;17798;0
2016;OW;02;431;1;98007;99413;37591;57333;22339;820
2016;OW;02;999;0;544342;576677;178868;304078;90965;11911
2016;OW;02;999;1;167975;164231;73980;97862;39591;771
2016;SG;01;413;0;42517;1217824;263344;105359;172508;22552
2016;SG;01;414;0;890;181921;216057;5437;16962;185
2016;SG;01;415;0;226574;127883;77524;2487;15493;0
2016;SG;01;421;0;3082287;17043941;5594164;8320984;1646049;179832
2016;SG;01;421;1;275246;1485351;682358;1247842;213573;27284
2016;SG;01;422;0;477231;1773015;871487;1171794;182660;21451
2016;SG;01;422;1;67625;250945;336785;235566;79801;5054
2016;SG;01;431;0;308668;800791;382473;332713;58526;1698
2016;SG;01;431;1;98623;219136;97013;200566;16184;6228
2016;SG;01;442;0;149585;1275274;440732;1668207;105307;34996
2016;SG;01;443;0;44405;640603;235377;1290223;66372;8147
2016;SG;01;451;0;138154;1189409;253898;365043;168913;47785
2016;SG;01;452;0;98461;402405;123933;207540;57614;14120
2016;SG;01;999;0;1175017;9014812;3232633;5104361;1084089;234685
2016;SG;01;999;1;156583;725230;345938;821241;109537;30326
2016;SG;02;421;0;14492469;20512378;5730781;7319359;2143357;119585
2016;SG;02;421;1;2444445;3130580;984327;1889158;406399;35577
2016;SG;02;422;0;1828290;2433072;838508;1099017;303002;18837
2016;SG;02;422;1;998283;1108605;489450;727580;149293;5410
2016;SG;02;431;0;875913;1120148;305003;373378;112659;439
2016;SG;02;431;1;266071;320625;143088;178374;42598;1037
2016;SG;02;442;0;191570;303822;53753;319379;31884;2925
2016;SG;02;443;0;61277;141241;22418;228009;10157;3679
2016;SG;02;999;0;2836716;4114658;1189133;1744144;423950;28943
2016;SG;02;999;1;640135;837433;349354;586275;116247;5254
2016;SH;01;411;0;115815;4968308;1665511;600471;599595;196698
2016;SH;01;415;0;89453;640786;275121;65760;84708;31953
2016;SH;01;431;0;6084;62286;95111;32739;4385;0
2016;SH;01;451;0;115937;2057993;598972;526801;133101;30442
2016;SH;01;452;0;46697;824157;493659;319702;76558;29876
2016;SH;01;999;0;376860;5166998;2641522;1909120;451654;151167
2016;SO;01;411;0;22120;2393789;747786;359955;241942;110290
2016;SO;01;413;0;0;236442;61253;10097;19948;3288
2016;SO;01;414;0;2279;182697;171355;34271;21129;6978
2016;SO;01;421;0;388882;2269027;981505;928567;121423;53344
2016;SO;01;421;1;49189;294346;199036;253751;17574;16119
2016;SO;01;422;0;212525;993991;690819;479474;66194;17427
2016;SO;01;431;0;143504;493496;394945;183824;26748;3136
2016;SO;01;451;0;130631;5800510;1462853;1642150;700443;234155
2016;SO;01;452;0;121612;1343183;643620;569263;174768;88985
2016;SO;01;999;0;443737;7422164;3351456;2910013;681340;321425
2016;SO;01;999;1;63921;478737;201189;488149;50743;29080
2016;SO;02;421;0;1858073;4391458;1463894;1461291;318115;70139
2016;SO;02;421;1;331840;789968;315511;448903;57141;11704
2016;SO;02;422;0;463203;1000237;402903;438045;71038;8735
2016;SO;02;422;1;476973;1039407;842919;637585;108820;10427
2016;SO;02;999;0;374316;750570;359816;257852;53514;8328
2016;SO;02;999;1;72226;172558;135610;101290;12740;89
2016;SZ;01;421;0;1196413;3491838;1633984;1559178;432889;125538
2016;SZ;01;421;1;59527;127142;93129;98272;23036;5207
2016;SZ;01;422;0;127691;289002;174505;193004;51261;6081
2016;SZ;01;422;1;52177;82457;79348;69550;21052;4081
2016;SZ;01;431;0;75201;180533;113896;60852;12395;3856
2016;SZ;01;442;0;45897;149558;86625;96715;19553;7438
2016;SZ;01;999;0;199728;754899;396263;541740;88522;38663
2016;SZ;02;421;0;8595736;11581013;5613167;3841575;1566708;142255
2016;SZ;02;421;1;756782;952884;641140;575884;183648;19857
2016;SZ;02;422;0;793056;1141413;560412;480357;153842;12154
2016;SZ;02;422;1;746214;969065;687634;603946;151724;14865
2016;SZ;02;431;0;1120371;1299521;545162;418790;208082;3842
2016;SZ;02;431;1;201240;260458;176815;137049;73320;1152
2016;SZ;02;442;0;168201;266901;98118;226557;40849;10071
2016;SZ;02;443;0;81609;123781;88623;191741;27719;1927
2016;SZ;02;999;0;1483280;1804208;866033;745097;292316;26578
2016;SZ;02;999;1;86068;104940;84876;64481;21663;0
2016;TG;01;411;0;13375;4244899;1042944;477496;426466;155627
2016;TG;01;413;0;16012;1247296;203600;109808;76286;11871
2016;TG;01;413;1;6510;597737;149416;648165;86702;16180
2016;TG;01;414;0;5849;1586125;288207;72801;87096;35232
2016;TG;01;414;1;1812;112234;86308;121412;29652;10759
2016;TG;01;415;0;95350;336322;73285;34357;67723;15018
2016;TG;01;421;0;444286;9030169;2616155;4934381;990041;184354
2016;TG;01;421;1;48111;1398967;613126;1384117;191795;64847
2016;TG;01;422;0;40092;458547;251257;288103;71878;12415
2016;TG;01;422;1;68673;291486;299745;305829;76054;6827
2016;TG;01;431;0;97420;566244;525421;287299;61948;523
2016;TG;01;431;1;6243;166335;203469;155062;43850;3259
2016;TG;01;442;0;15595;254225;124081;560925;31582;3393
2016;TG;01;443;0;13181;256095;139952;769051;27536;4892
2016;TG;01;451;0;56403;5944429;1179569;1719857;540924;178851
2016;TG;01;451;1;2251;255903;53130;288192;44910;34544
2016;TG;01;452;0;54339;1380346;462221;549380;171741;37124
2016;TG;01;452;1;13228;266935;93693;292829;49090;12523
2016;TG;01;999;0;305246;15368358;4024130;7436430;1403440;457182
2016;TG;01;999;1;87554;1966562;853791;2413470;375167;106618
2016;TG;02;421;0;509308;775161;139792;288726;99086;8236
2016;TG;02;422;0;290062;214644;120086;132757;30653;0
2016;TI;01;411;0;8369;299115;52698;34443;10912;0
2016;TI;01;413;0;5866;351099;64402;27196;17352;6856
2016;TI;01;415;0;242824;560233;270688;48339;50632;9662
2016;TI;01;421;0;89649;340740;75911;160048;19857;13832
2016;TI;01;422;0;46657;217001;48893;107683;9736;1941
2016;TI;01;431;0;96696;220853;44603;98885;9575;0
2016;TI;01;999;0;140813;501282;162774;128018;15349;7315
2016;TI;02;415;0;136060;155186;40390;2563;34184;1583
2016;TI;02;421;0;2986453;4056873;1180651;1204493;250820;0
2016;TI;02;422;0;274795;514952;223893;153454;58383;0
2016;TI;02;422;1;388772;527558;291012;260521;79400;0
2016;TI;02;431;0;2302375;2589693;1007325;838455;264117;856
2016;TI;02;431;1;943924;1059698;569996;582669;158126;0
2016;TI;02;999;0;723581;880345;330296;281471;69526;0
2016;TI;02;999;1;312798;367525;188409;213999;43280;1242
2016;UR;01;421;0;411748;611064;152289;312055;71027;37714
2016;UR;02;421;0;5524359;4140081;1635119;1300185;650464;13192
2016;UR;02;421;1;386319;303632;196128;164764;61252;503
2016;UR;02;422;0;241886;180060;89029;91394;34681;1724
2016;UR;02;422;1;630964;475418;283192;289440;52162;1374
2016;UR;02;431;0;872228;663543;263233;204681;147280;233
2016;UR;02;431;1;162408;136380;67290;67435;19405;0
2016;UR;02;999;0;965338;686616;359220;199247;142615;1321
2016;VD;01;411;0;545903;31656589;7629247;4677631;3451056;1242584
2016;VD;01;413;0;8925;1700718;294094;76921;154977;20430
2016;VD;01;413;1;3364;304259;103492;252361;22496;8340
2016;VD;01;414;0;999;1126874;249617;116339;85370;34892
2016;VD;01;415;0;2448061;5155657;1676998;403437;533174;131681
2016;VD;01;415;1;110673;293306;197424;325978;33346;22131
2016;VD;01;421;0;809122;3356347;959367;1663448;383684;5283
2016;VD;01;422;0;370329;1075465;416069;585740;146252;3255
2016;VD;01;422;1;130435;259308;193648;221844;35193;0
2016;VD;01;431;0;264010;864236;680918;455159;106764;5148
2016;VD;01;431;1;16000;95799;108067;73311;8725;1815
2016;VD;01;451;0;2455519;17454698;4147379;5535995;2268758;221641
2016;VD;01;451;1;40750;405217;186751;449160;59374;27649
2016;VD;01;452;0;1371717;6618754;2347965;2883567;876287;156095
2016;VD;01;452;1;166424;924640;361517;975993;137505;95116
2016;VD;01;999;0;2272832;23185322;7526537;9097464;2825077;453153
2016;VD;01;999;1;81894;736248;437021;763556;105478;38359
2016;VD;02;421;0;6932299;9927664;2729617;3563637;1178606;7912
2016;VD;02;421;1;810342;1015405;403290;564300;132186;0
2016;VD;02;422;0;868908;1489028;636938;582562;208154;528
2016;VD;02;422;1;432353;727533;475787;451652;109594;0
2016;VD;02;431;0;175996;283817;99560;88789;17022;0
2016;VD;02;431;1;213905;240264;194922;140201;33742;0
2016;VD;02;451;0;227431;501568;65364;146378;45060;11141
2016;VD;02;452;0;159984;354961;112270;134955;40510;2850
2016;VD;02;999;0;1732083;3307490;908752;1075916;330770;11547
2016;VD;02;999;1;60063;137109;71621;101531;18615;0
2016;VS;01;411;0;4786;342641;105907;6500;0;3424
2016;VS;01;413;0;23815;644226;193345;57981;20729;1870
2016;VS;01;414;0;63437;1404416;142589;43260;194959;5500
2016;VS;01;414;1;46852;325379;69293;383014;12114;4225
2016;VS;01;415;0;2587351;2076472;216093;3720;113235;29467
2016;VS;01;421;0;301388;521965;123437;150523;71243;1207
2016;VS;01;431;0;238721;354036;168180;171232;31224;3242
2016;VS;01;999;0;1030468;2386484;421208;433266;330805;25734
2016;VS;02;414;0;259462;407971;69459;30812;29929;98
2016;VS;02;415;0;3753205;2586238;299188;77550;230468;36293
2016;VS;02;421;0;11776384;12807395;6513500;3398563;2358740;14889
2016;VS;02;421;1;915640;1227472;703301;619151;221608;0
2016;VS;02;422;0;965731;1245015;655583;466536;163728;1301
2016;VS;02;422;1;967375;1185527;997043;747966;197406;916
2016;VS;02;431;0;4222716;4584548;2630844;1454734;489052;491
2016;VS;02;431;1;1936646;2113832;1783422;1226231;333770;0
2016;VS;02;999;0;1742381;2061801;1174452;526449;289108;5022
2016;VS;02;999;1;442913;557373;399910;371735;130163;0
2016;ZG;01;421;0;180703;1317149;562317;687537;122694;60424
2016;ZG;01;422;0;10915;407383;235863;285718;42366;20118
2016;ZG;01;431;0;50591;135618;78310;62841;20723;2713
2016;ZG;01;451;0;11254;512995;182365;194706;37272;46105
2016;ZG;01;999;0;74908;1625056;808201;957531;158199;108630
2016;ZG;02;421;0;1529534;2897835;1611850;988906;369236;32088
2016;ZG;02;421;1;266978;507584;318513;311170;81729;9585
2016;ZG;02;422;0;218901;424893;312809;199380;65801;4495
2016;ZG;02;422;1;216547;360445;402408;229675;65361;627
2016;ZG;02;431;0;144187;251869;168060;81033;34269;987
2016;ZG;02;999;0;387802;824332;385760;368097;108197;15339
2016;ZH;01;411;0;51628;11174509;2454508;1062767;968417;373446
2016;ZH;01;413;0;8112;1559492;300128;88349;52539;19473
2016;ZH;01;413;1;4428;792691;213172;945309;40785;8955
2016;ZH;01;414;0;4262;533260;258104;49923;44251;10738
2016;ZH;01;415;0;186471;575009;136370;36400;24428;10825
2016;ZH;01;415;1;25681;44913;37855;50236;3938;2790
2016;ZH;01;421;0;1416588;9650155;5001090;4001369;1024432;24912
2016;ZH;01;421;1;136629;1287154;904367;1153079;195442;4400
2016;ZH;01;422;0;285189;2477975;1777235;1435143;303496;6967
2016;ZH;01;422;1;127562;519642;545350;490088;82504;781
2016;ZH;01;431;0;102679;1050159;807181;352228;110287;1243
2016;ZH;01;431;1;62197;222909;605963;197127;47333;0
2016;ZH;01;442;0;22834;110754;61443;231947;5399;0
2016;ZH;01;443;0;1194;53367;66992;236078;1420;710
2016;ZH;01;451;0;140208;9686799;2507740;2611208;973406;104738
2016;ZH;01;452;0;123965;3224720;1220884;1344918;376140;46843
2016;ZH;01;452;1;47970;526913;389540;577748;71755;9648
2016;ZH;01;999;0;607390;17052306;7880532;5809918;1644236;183980
2016;ZH;01;999;1;222818;2570491;1569277;2826340;350944;75194
2016;ZH;02;421;0;1438783;2950110;903946;888424;243059;124
2016;ZH;02;421;1;158990;342726;128510;208463;35298;0
2016;ZH;02;422;0;281240;484062;243064;199840;67189;0
2016;ZH;02;422;1;218350;382363;260360;237560;61765;0
2016;ZH;02;431;0;93507;180403;63139;60973;13326;0
2016;ZH;02;431;1;70080;125243;61591;72452;25810;0
2016;ZH;02;999;0;416789;705853;318645;224298;99289;1145
2016;99;01;411;0;12584;339558;91747;43388;63206;10604
2016;99;01;411;1;6820;1176763;316571;1182991;152935;144184
2016;99;01;413;0;9196;204286;43471;20329;20338;2874
2016;99;01;413;1;8192;266163;178425;293298;24446;11331
2016;99;01;414;0;10759;416909;121959;22042;22137;5739
2016;99;01;414;1;20409;338729;246825;389298;46542;5203
2016;99;01;415;0;35666;102873;67625;6861;13301;1064
2016;99;01;415;1;301094;536058;279807;404006;70902;37320
2016;99;01;421;0;90094;370471;143183;169498;57912;7637
2016;99;01;421;1;220762;1047628;463804;842150;130873;33514
2016;99;01;422;0;220975;552363;188289;308846;57684;4742
2016;99;01;422;1;177494;736686;458146;606315;105617;6798
2016;99;01;431;0;6305;68265;35348;25323;8244;523
2016;99;01;431;1;155175;525155;443246;393273;90484;4693
2016;99;01;442;0;101698;316200;185193;729369;22936;12574
2016;99;01;442;1;12102;30744;56156;50077;6513;2855
2016;99;01;443;0;42143;169920;141424;374692;25304;7226
2016;99;01;443;1;73418;423244;325819;648761;70854;6686
2016;99;01;451;0;162397;692963;180709;245484;23501;11714
2016;99;01;451;1;67388;1377854;403681;1497097;215141;116190
2016;99;01;452;0;63245;382303;215693;174212;27040;19078
2016;99;01;452;1;216091;1277468;517792;1331766;177481;99771
2016;99;01;999;0;387606;2761630;1084023;1164592;342561;108390
2016;99;01;999;1;570863;4206247;2221251;4449519;581817;283119
2016;99;02;411;0;65641;367770;48804;77008;30955;17581
2016;99;02;411;1;27374;92211;209031;84236;9422;10148
2016;99;02;413;1;15952;44042;15692;32471;13345;300
2016;99;02;414;0;3134;6347;1308;412;823;0
2016;99;02;414;1;16842;35540;24897;32558;6988;0
2016;99;02;415;0;51786;39825;12153;6393;7934;0
2016;99;02;415;1;135574;116246;119285;91621;29454;0
2016;99;02;421;1;182338;258028;137060;140874;21188;1111
2016;99;02;422;0;55882;144578;99785;60755;57149;4118
2016;99;02;422;1;80308;141477;94801;85844;51252;1163
2016;99;02;431;0;57518;117234;67363;39337;2634;0
2016;99;02;431;1;209472;264436;194871;160376;73656;1704
2016;99;02;442;0;255832;357560;191365;387747;78987;3899
2016;99;02;442;1;48287;73999;33731;72710;14172;873
2016;99;02;443;0;273168;441093;145098;653558;59160;6789
2016;99;02;443;1;158807;297384;168717;396826;49835;8486
2016;99;02;451;0;139599;362650;75021;96597;33335;9944
2016;99;02;451;1;3986;16790;5074;14582;1350;2141
2016;99;02;452;0;194031;482863;119711;179088;75917;16033
2016;99;02;452;1;210604;408849;159304;333698;87579;19328
2016;99;02;999;0;1701487;3432057;950563;1403829;428063;53762
2016;99;02;999;1;2449406;3806749;2073810;2731891;618032;93090
2017;AG;01;411;0;214251;6233602;1620484;611985;369886;255174
2017;AG;01;413;0;37648;1742057;413271;130203;112174;35927
2017;AG;01;413;1;19918;492679;175115;411158;78522;28975
2017;AG;01;414;0;49570;505113;266226;44613;50406;18683
2017;AG;01;414;1;23706;166088;120946;165008;27278;600
2017;AG;01;415;0;190156;433971;234562;28278;62306;12404
2017;AG;01;421;0;839621;3682742;1666917;1599173;404006;106430
