debtor,Concept,creditor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Germany,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,13000000,495000000,545000000,835000000,1459000000,1083000000,1471000000,889000000,976000000,867000000,504960358,2144811872,13,495,545,835,1459,1083,1471,889,976,867,505,2145
Germany,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,94878000,135268259,221232716,406847944,473607112,496536615,610393529,434140753,1248034998,1429172796,1268927730,1113573600,95,135,221,407,474,497,610,434,1248,1429,1269,1114
Germany,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,3062387828,2416658840,2803092021,3033367889,0,0,0,0,0,0,0,0,3062,2417,2803,3033
Germany,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,32783478700,41656146790,64287584100,63714593029,75199858530,69756748800,78780013199,53695678113,60959677571,40027808490,34933968589,27407610170,32783,41656,64288,63715,75200,69757,78780,53696,60960,40028,34934,27408
Germany,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,9867036981,11309400227,16197944417,24426450579,24426015279,28598314008,34221321742,24961739347,25752673752,38434393696,30166184503,37391498194,9867,11309,16198,24426,24426,28598,34221,24962,25753,38434,30166,37391
Germany,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,61745375571,63305004201,82965358600,94699208198,89200994576,1.02633E+11,1.18154E+11,94830778131,1.05532E+11,1.05194E+11,95417379175,89938247849,61745,63305,82965,94699,89201,102633,118154,94831,105532,105194,95417,89938
Germany,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,185880496,52495475,404096409,104037693,186136577,551588688,131132247,261454432,222881566,318971831,210000000,48456898,186,52,404,104,186,552,131,261,223,319,210,48
Germany,Portfolio Investment Total Liabilities (BPM5),Arab Emirates,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1.3003E+11,1.27297E+11,1.17333E+11,1.53187E+11,1.06398E+11,1.57381E+11,1.99564E+11,1.61434E+11,2.50641E+11,1.84872E+11,1.66696E+11,3.0146E+11,130030,127297,117333,153187,106398,157381,199564,161434,250641,184872,166696,301460
Germany,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1.34142E+11,1.30954E+11,1.86611E+11,1.97487E+11,2.13479E+11,2.88324E+11,4.21683E+11,2.5083E+11,2.89476E+11,2.95413E+11,2.62597E+11,3.25218E+11,134142,130954,186611,197487,213479,288324,421683,250830,289476,295413,262597,325218
Greece,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2177810225,3734420700,6398358000,7893369500,7691644000,9193977000,11878374900,7998099900,6996994200,5561264400,2019777900,1746885600,2178,3734,6398,7893,7692,9194,11878,7998,6997,5561,2020,1747
Greece,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4188951976,6505328764,12038401163,17094036713,17314892762,17329623336,20297568001,19900335109,18796516620,9937666812,3027726000,2471632020,4189,6505,12038,17094,17315,17330,20298,19900,18797,9938,3028,2472
Greece,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,112852008,148735336,169732755,299643163,497130082,1172822953,1053727708,5176760427,13009987162,19244249370,10462917450,7475410170,113,149,170,300,497,1173,1054,5177,13010,19244,10463,7475
Greece,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,250797,3062145,5230536,2571744,9005370,6204057,23232360,75469614,18017710,5175600,7916400,0,0,3,5,3,9,6,23,75,18,5,8
Greece,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,159515300,522252600,944496660,1595577561,2179424968,2975708820,3376658817,2545920312,3912669600,2589846847,786286858,181623872,160,522,944,1596,2179,2976,3377,2546,3913,2590,786,182
Greece,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,10427541600,16039043271,25976007330,38616413555,40996991026,47589918798,62431185409,61167309509,82474678457,44027211425,13879845152,10597600238,10428,16039,25976,38616,40997,47590,62431,61167,82475,44027,13880,10598
Greece,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,14512367100,17539507500,24677757000,31370525100,35567955000,38570979000,40238381400,33462034800,39492608400,40408024200,12288167714,9371698200,14512,17540,24678,31371,35568,38571,40238,33462,39493,40408,12288,9372
Greece,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2687965000,3499851129,5289415449,8468175700,11340456100,12411408000,12411275100,14807688000,11782667400,3626446800,2666727900,387903600,2688,3500,5289,8468,11340,12411,12411,14808,11783,3626,2667,388
Greece,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2842463616,5004396400,10773390000,13991491200,17149823508,17108470337,22363435747,23392274515,17819773999,5724492811,4429617689,4238166502,2842,5004,10773,13991,17150,17108,22363,23392,17820,5724,4430,4238
Greece,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2232019074,2934658123,4424374641,4831811074,5330533537,7164338520,10004448378,7812672176,9113621551,948257431,305131977,214902556,2232,2935,4424,4832,5331,7164,10004,7813,9114,948,305,215
Greece,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,1798215,1651579,1835929,1309796,12164486,5709559,2555706,0,0,0,0,0,2,2,2,1,12,6,3
Greece,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4147337560,6100303351,10000379083,18665786180,16440289270,21869658371,23641173817,19497881095,19964156255,8432775818,2749180015,1411666901,4147,6100,10000,18666,16440,21870,23641,19498,19964,8433,2749,1412
Greece,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,84059800,77478660,100437680,149785421,131064670,161332500,203607623,196984001,879384017,508047292,210888491,42748560,84,77,100,150,131,161,204,197,879,508,211,43
Greece,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,5306307300,7786597500,8132457000,16828745500,17240135800,19591692000,24740112600,19387772700,22100244600,9044737800,3273567000,3785358600,5306,7787,8132,16829,17240,19592,24740,19388,22100,9045,3274,3785
Greece,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,683629211,907455389,1508245958,2771448841,3212998523,4387859425,4923659889,4260000000,3220588235,1638395904,622203673,489407540,684,907,1508,2771,3213,4388,4924,4260,3221,1638,622,489
Greece,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,182467208,0,501893543,1071452821,1376969434,2700310950,4383957963,5138128566,6506167374,6042349848,1962005265,2493758358,182,0,502,1071,1377,2700,4384,5138,6506,6042,1962,2494
Greece,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,2000000,32000000,24333739,5845303,0,0,0,0,0,0,0,0,2,32,24,6
Greece,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2119000,3584274,3460996,6454450,4729561,7578298,14210756,7177928,112294770,1179330120,346894590,148696380,2,4,3,6,5,8,14,7,112,1179,347,149
Greece,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,621712870,725401875,400401008,331223495,0,0,0,0,0,0,0,0,622,725,400,331
Greece,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,571963700,1210199800,2343749100,3167434441,3189200980,4085597400,3695150883,3486189837,8772180376,10820921736,3485960940,2828787093,572,1210,2344,3167,3189,4086,3695,3486,8772,10821,3486,2829
Greece,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,133603375,457161020,851251878,1321576513,1477181343,1723502131,2370100808,1099700387,1171282984,555008256,178506904,120993159,134,457,851,1322,1477,1724,2370,1100,1171,555,179,121
Greece,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,370026060,482064042,1064863430,1776818725,1975536229,2790460560,3509938793,2889803961,3277767990,1436027396,253950739,231775782,370,482,1065,1777,1976,2790,3510,2890,3278,1436,254,232
Greece,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,39516,1564,1065,45107808,75035096,62000000,207447621,0,0,0,0,0,0,0,0,45,75,62,207
Greece,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,10541507200,0,17365131000,17555278152,5777885941,15205467638,19647861780,10280435515,3661145958,5810353250,7427309790,2503654800,10542,0,17365,17555,5778,15205,19648,10280,3661,5810,7427,2504
Greece,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4563247302,4111000000,5935000000,8290181882,10554000000,16013000000,25484000000,8821000000,11474000000,7085000000,3775000000,4629000000,4563,4111,5935,8290,10554,16013,25484,8821,11474,7085,3775,4629
India,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,49969710,32509700,37890000,32690400,273690400,669036000,862650600,246330900,489804000,599953800,257486100,420888600,50,33,38,33,274,669,863,246,490,600,257,421
India,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,28708348,64588070,110011771,72008806,83602222,595443357,619734963,306261727,275586780,313833294,213881670,239471100,29,65,110,72,84,595,620,306,276,314,214,239
India,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,76828983,0,0,25689739,78542662,106257480,116388642,156721922,79953300,52139,5751387,5967842,77,0,0,26,79,106,116,157,80,0,6,6
India,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,270144,552217,426960,0,0,0,0,0,0,0,0,0,0,1,0,0,0
India,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,59361000,234471894,299360672,398339820,1173852540,0,0,1256938755,661961128,738040152,0,0,59,234,299,398,1174,0,0,1257,662,738
India,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,66097500,77582826,709125243,1165821390,1521895579,2069150553,4990516159,1811364352,6673441202,8232551345,3496493031,4650214745,66,78,709,1166,1522,2069,4991,1811,6673,8233,3496,4650
India,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,141008000,164645900,141456000,303748300,476598800,1247199000,2018249100,652707300,970964400,1352234400,742698600,1073991600,141,165,141,304,477,1247,2018,653,971,1352,743,1074
India,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,500000,1048700,2526000,0,0,0,23553600,44534400,20168400,46767000,19408500,3958200,1,1,3,0,0,0,24,45,20,47,19,4
India,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,234425800,230901414,413050901,472648700,2818303300,2954031000,3135573000,1966472100,4288666200,5725617000,3780775800,4083543000,234,231,413,473,2818,2954,3136,1966,4289,5726,3781,4084
India,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,258945223,158353700,265230000,222022300,303132460,329711614,299479438,463378645,585417731,580974992,348057809,389653549,259,158,265,222,303,330,299,463,585,581,348,390
India,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,197769385,207877456,259832232,382156281,2977030423,4124337739,6584356099,2820936639,5170540952,6219492592,5160084047,5194774150,198,208,260,382,2977,4124,6584,2821,5171,6219,5160,5195
India,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,362039,14,29033,72897,2091912,30377,0,0,0,0,0,0,0,0,0,0,2,0
India,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1472934803,1364354520,3877735271,6570386763,12530562531,21165533349,38341193066,11352413513,29059581901,39325259380,22857834867,31179616466,1473,1364,3878,6570,12531,21166,38341,11352,29060,39325,22858,31180
India,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1377471900,268467200,675705000,802276900,940220900,1475040000,3438825600,1942813200,3510742200,4442865000,3757485600,5840983800,1377,268,676,802,940,1475,3439,1943,3511,4443,3757,5841
India,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1376559,31471640,3654341,4711093,123781388,214696486,406469501,1403571429,3096712803,3745051195,2077796327,4259784560,1,31,4,5,124,215,406,1404,3097,3745,2078,4260
India,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,96322505,58632840,20830215,0,0,6801258,0,0,0,0,0,0,96,59,21,0,0,7,0,0
India,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,15000000,0,0,0,0,0,0,75000000,1000000,273828,6371103,0,15,0,0,0,0,0,0,75,1,0,6
India,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,890897,0,1055399,2710975,841711,1671096,2405160,0,0,0,0,0,1,0,1,3,1,2,2,0,0
India,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,38226367,69852360,34416221,37208399,0,0,0,0,0,0,0,0,38,70,34,37
India,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,431225440,1518757500,2221824049,3444016180,5694181200,12009133832,1628240352,1643341642,0,928696180,2755072461,0,431,1519,2222,3444,5694,12009,1628,1643,0,929,2755
India,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4876494,46858697,18031770,18504520,235223160,403114771,1196553525,303635667,755983971,1066264328,693366000,1066031209,5,47,18,19,235,403,1197,304,756,1066,693,1066
India,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,74171499,90490412,102545327,150516317,174036554,260082595,586132727,241522415,628674091,1190176239,1149422854,1943966667,74,90,103,151,174,260,586,242,629,1190,1149,1944
India,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,708031,0,0,0,0,0,0,0,2000000,0,0,0,1,0,0,0,0,0,0,0,2,0
India,Portfolio Investment Total Liabilities (BPM5),United Kingdom,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,2645529600,0,4024498500,6063876185,10125062831,14968227989,41968007187,11143030152,16834875107,28173833850,22833423240,22024461600,2646,0,4024,6064,10125,14968,41968,11143,16835,28174,22833,22024
India,Portfolio Investment Total Liabilities (BPM5),United States,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,7197601148,8975000000,18699000000,23524834416,33226000000,49231000000,85149000000,31917000000,65495000000,91486000000,58594000000,78846000000,7198,8975,18699,23525,33226,49231,85149,31917,65495,91486,58594,78846
Ireland,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1836445581,2929019100,4858761000,8665680200,11195353000,16149054000,19372836000,16064393100,17082634800,12162092400,11733085200,11893071600,1836,2929,4859,8666,11195,16149,19373,16064,17083,12162,11733,11893
Ireland,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4169603035,6298955845,7708053764,12754210650,13269179433,23937623424,39349861587,39074490020,38061372300,38364693798,37984892910,37866516120,4170,6299,7708,12754,13269,23938,39350,39074,38061,38365,37985,37867
Ireland,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,71190661,63310931,79874451,251867418,362629538,713548401,997490544,904165554,1522837978,1693258576,1393819280,1460201939,71,63,80,252,363,714,997,904,1523,1693,1394,1460
Ireland,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,23799644,2336900,53351466,30407092,97544143,91556842,125346684,245920499,281366613,342883500,579216600,0,24,2,53,30,98,92,125,246,281,343,579
Ireland,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1102506300,1752377700,4227740940,5193646437,7820066142,12537760980,13775970684,10939193427,14797843200,15864740779,13917404990,19701277096,1103,1752,4228,5194,7820,12538,13776,10939,14798,15865,13917,19701
Ireland,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,11883449200,21630784031,35770466238,58213060671,76287204536,1.52252E+11,1.53563E+11,1.22649E+11,1.36973E+11,1.16995E+11,97933238875,1.17992E+11,11883,21631,35770,58213,76287,152252,153563,122649,136973,116995,97933,117992
Ireland,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,20420602300,24418979500,41964438000,71395833600,77593587800,1.15675E+11,1.42493E+11,1.4699E+11,1.60906E+11,1.48978E+11,1.25291E+11,1.31783E+11,20421,24419,41964,71396,77594,115675,142493,146990,160906,148978,125291,131783
Ireland,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,56100000,225470500,200817000,290127300,1038136000,1974183000,2426020800,1228871100,1119346200,1654215600,1979667000,1475089200,56,225,201,290,1038,1974,2426,1229,1119,1654,1980,1475
Ireland,Portfolio Investment Total Liabilities (BPM5),India,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,93161713,92152987,33210814,31662382,11365543,11504318,9310426,0,0,0,0,0,93,92,33,32,11,12,9
Ireland,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,2724200,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Ireland,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,16396949263,21579099900,33858504000,42023509200,48917387714,63510781106,69830328758,59250703715,74856301079,56360091054,88987178118,1.00725E+11,16397,21579,33859,42024,48917,63511,69830,59251,74856,56360,88987,100725
Ireland,Portfolio Investment Total Liabilities (BPM5),Japan,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,26137202557,33260799133,33712864295,36507398262,36756252021,39843245969,50127062816,41939393939,51097110580,55373931306,53398653064,52966879322,26137,33261,33713,36507,36756,39843,50127,41939,51097,55374,53399,52967
Ireland,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,3607517,26529283,61211279,115430190,250014953,318485294,448199134,0,0,0,0,0,4,27,61,115,250,318,448
Ireland,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,11961095222,14565460832,24811042167,33161046241,38284439817,61895228487,80641205318,74662316528,75330996105,73506077608,72279287956,98385373776,11961,14565,24811,33161,38284,61895,80641,74662,75331,73506,72279,98385
Ireland,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,15705910,15545880,38832010,98078011,285133490,390095400,422015740,533818544,1048640111,957247667,1152241240,1688568120,16,16,39,98,285,390,422,534,1049,957,1152,1689
Ireland,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3047535400,5991223100,13162986000,17726369400,22387166900,36694254000,54819531900,45445963500,52965099600,51044176200,49364872800,73118509200,3048,5991,13163,17726,22387,36694,54820,45446,52965,51044,49365,73119
Ireland,Portfolio Investment Total Liabilities (BPM5),Norway,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,637615074,1278538266,1630574251,3218877318,4235598227,8504792332,12525693161,10867571429,11994636678,10705972696,10254090150,11086535009,638,1279,1631,3219,4236,8505,12526,10868,11995,10706,10254,11087
Ireland,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1300459704,2537261125,7257753376,14969951072,18413571593,12250483770,21600196905,35086148700,43784530356,41595090918,30513163848,19125455058,1300,2537,7258,14970,18414,12250,21600,35086,43785,41595,30513,19125
Ireland,Portfolio Investment Total Liabilities (BPM5),Russian Federation,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,37000000,0,0,763000000,1101000000,1641000000,2110000000,5024000000,9139000000,6554000000,9355539381,11069703676,37,0,0,763,1101,1641,2110,5024,9139,6554,9356,11070
Ireland,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,154000,1321311,1847995,97407075,123866909,217892250,422055094,190399813,2765980812,2478250140,2603714970,2524803840,0,1,2,97,124,218,422,190,2766,2478,2604,2525
Ireland,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,340063221,355319665,345519699,339402456,0,0,0,0,0,0,0,0,340,355,346,339
Ireland,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1867474700,3796608610,8805762300,15629900543,18546889490,27987171900,31409138652,25943359920,32159581128,30216866886,27242290851,28498822418,1867,3797,8806,15630,18547,27987,31409,25943,32160,30217,27242,28499
Ireland,Portfolio Investment Total Liabilities (BPM5),Sweden,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,716928521,906400453,1638504284,3615532307,8146109771,11997768967,17244386581,9665052724,16311815293,13802009546,10727517023,12577907602,717,906,1639,3616,8146,11998,17244,9665,16312,13802,10728,12578
Ireland,Portfolio Investment Total Liabilities (BPM5),Switzerland,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,4606804865,5396554110,8789208187,12211288046,16746782675,23404617509,30167036595,25131514995,28955198541,26944488217,25969893632,35997319907,4607,5397,8789,12211,16747,23405,30167,25132,28955,26944,25970,35997
Ireland,Portfolio Investment Total Liabilities (BPM5),Turkey,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1637499,0,1240177,1309728,720461,2320798,2770663,3264960,33346051,7382485,23000000,4754163,2,0,1,1,1,2,3,3,33,7,23,5
