creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Belgium,Portfolio Investment Total Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,145068.18,12557145.42,12643189.8,11023290,13534487.4,10754398.64,7923300,828444,646950,263880,0.0,0.0,0.1,12.6,12.6,11.0,13.5,10.8,7.9,0.8,0.6,0.3
Belgium,Portfolio Investment Total Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,0,0,0,0,0,0,0,407476.6355,411764.7059,969924.6704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0
Belgium,Portfolio Investment Total Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,57434957299,61403049491,76524453035,86536943952,1.03664E+11,1.35549E+11,1.70165E+11,1.31284E+11,1.50844E+11,1.36053E+11,1.2797E+11,1.48508E+11,57435.0,61403.0,76524.5,86536.9,103664.2,135549.2,170165.4,131284.4,150844.4,136052.8,127969.9,148507.7
Belgium,Portfolio Investment Total Assets (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,14443539,20507825.1,2848847.245,4177740,5732298,38428830,13325940,0.0,0.0,0.0,0.0,0.0,14.4,20.5,2.8,4.2,5.7,38.4,13.3
Belgium,Portfolio Investment Total Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,23466245549,29761621573,41091319132,52714733654,55851063351,64117831554,86748999626,95782208717,1.09076E+11,1.01397E+11,1.00252E+11,92643386220,23466.2,29761.6,41091.3,52714.7,55851.1,64117.8,86749.0,95782.2,109076.2,101397.1,100252.1,92643.4
Belgium,Portfolio Investment Total Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,1.87084E+11,2.68833E+11,0,0,0,0,0,0,0,0,0,0,187084.1,268833.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Portfolio Investment Total Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,2815852206,4404263315,6522340953,8456978290,8575128509,8704477074,11788263243,12829421510,13698665400,8309587284,4858465110,4474085400,2815.9,4404.3,6522.3,8457.0,8575.1,8704.5,11788.3,12829.4,13698.7,8309.6,4858.5,4474.1
Belgium,Portfolio Investment Total Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,3557915330,4851369242,7074965192,0,0,0,0,0,0,0,0,0,3557.9,4851.4,7075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belgium,Portfolio Investment Total Assets (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,12966566.9,15466416.37,39736518.63,150962333,152001789.5,131944962,203751888.9,319383792.7,652303680,1023221874,1300110720,1790689680,13.0,15.5,39.7,151.0,152.0,131.9,203.8,319.4,652.3,1023.2,1300.1,1790.7
Belgium,Portfolio Investment Total Assets (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,15203306.3,22971941.29,19181534.64,51914471.9,52270201.53,703774509,718265559.9,1562361998,1745430960,1591293942,1506617160,982293300,15.2,23.0,19.2,51.9,52.3,703.8,718.3,1562.4,1745.4,1591.3,1506.6,982.3
Belgium,Portfolio Investment Total Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,14576477269,16451285877,18432670803,22576730994,23545797815,33144584727,45593420433,41144438033,52068614220,42913452648,34648701150,27717691320,14576.5,16451.3,18432.7,22576.7,23545.8,33144.6,45593.4,41144.4,52068.6,42913.5,34648.7,27717.7
Belgium,Portfolio Investment Total Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars Derived,Units,0,0,1.16574E+11,1.9125E+11,2.16075E+11,3.03889E+11,3.58139E+11,0,0,0,0,0,0.0,0.0,116573.9,191249.5,216074.8,303889.3,358138.6,0.0,0.0,0.0,0.0,0.0
Cyprus,Portfolio Investment Total Assets (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,21124319.26,95002980.23,112783149.1,215928232.4,276123785.3,386963993.5,380477493.9,524831896.2,340070434.1,93271169.46,186413335.1,83198618.24,21.1,95.0,112.8,215.9,276.1,387.0,380.5,524.8,340.1,93.3,186.4,83.2
