creditor,Concept,debtor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,64312051.36,55231136.19,129940407.9,503910598.9,669039958,792007651.8,569246349,482148293.3,678213263.9,1084614492,1286090475,72002296.8,64.31205136,55.23113619,129.9404079,503.9105989,669.039958,792.0076518,569.246349,482.1482933,678.2132639,1084.614492,1286.090475,72.0022968
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,9651026.426,11550707.95,17506824.21,13241967.96,16122564.71,12648283.2,0,0,2670930.18,2623382.25,2785121.46,0,9.651026426,11.55070795,17.50682421,13.24196796,16.12256471,12.6482832,0,0,2.67093018,2.62338225,2.78512146
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,10701231.74,11513072.77,55356896.4,110138395.6,137543270.1,234898660.8,190003947,341447086.2,385915019.1,440467506.8,306897345.7,200119873.4,10.70123174,11.51307277,55.3568964,110.1383956,137.5432701,234.8986608,190.003947,341.4470862,385.9150191,440.4675068,306.8973457,200.1198734
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,24862372.03,21085401.22,34596795.24,34190999.68,35146387.5,28110065,20816670,0,0,0,0,0,24.86237203,21.08540122,34.59679524,34.19099968,35.1463875,28.110065,20.81667,0,0,0
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,53189103.1,162382377.2,309011966.6,431265409,460037715.1,838358937.6,958744871.7,1085848350,1049151594,601610688,486914015.5,99124756.14,53.1891031,162.3823772,309.0119666,431.265409,460.0377151,838.3589376,958.7448717,1085.84835,1049.151594,601.610688,486.9140155,99.12475614
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,18837407.08,29513548.4,24341673.43,77768248.35,58791642.71,113354491,41872412.4,102274709.1,73123004.81,276156168.6,112915679,39598824.65,18.83740708,29.5135484,24.34167343,77.76824835,58.79164271,113.354491,41.8724124,102.2747091,73.12300481,276.1561686,112.915679,39.59882465
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,10970274.38,18450533.43,21905001.32,19608804.78,22134959.97,17760886.5,16700400,107329915,0,0,0,0,10.97027438,18.45053343,21.90500132,19.60880478,22.13495997,17.7608865,16.7004,107.329915,0,0,0
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,4105887.864,11890737.72,16021810.3,32966756.35,28349717.15,35277033.79,32096196.3,30057588.68,88383479.43,22790227.2,41940899,0,4.105887864,11.89073772,16.0218103,32.96675635,28.34971715,35.27703379,32.0961963,30.05758868,88.38347943,22.7902272,41.940899,0
Cyprus,Portfolio Investment Total Banks Assets (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,24373270.44,27660245.07,123232502.4,124291678,129094061.7,67052979.26,47475225,130044237,163158141.6,914516645.8,346350334.8,0,24.37327044,27.66024507,123.2325024,124.291678,129.0940617,67.05297926,47.475225,130.044237,163.1581416,914.5166458,346.3503348,0
Estonia,Portfolio Investment Total Banks Assets (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),US Dollars,Units,0,0,0,0,0,0,0,0,0,0,40110900,7916400,0,0,0,0,0,0,0,0,0,0,40.1109,7.9164
