debtor,Concept,creditor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Ireland,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,11883449200,21630784031,35770466238,58213060671,76287204536,1.52252E+11,1.53563E+11,1.22649E+11,1.36973E+11,1.16995E+11,97933238875,1.17992E+11,11883,21631,35770,58213,76287,152252,153563,122649,136973,116995,97933,117992
Ireland,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,20420602300,24418979500,41964438000,71395833600,77593587800,1.15675E+11,1.42493E+11,1.4699E+11,1.60906E+11,1.48978E+11,1.25291E+11,1.31783E+11,20421,24419,41964,71396,77594,115675,142493,146990,160906,148978,125291,131783
Ireland,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,56100000,225470500,200817000,290127300,1038136000,1974183000,2426020800,1228871100,1119346200,1654215600,1979667000,1475089200,56,225,201,290,1038,1974,2426,1229,1119,1654,1980,1475
Ireland,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,2724200,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Ireland,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,16396949263,21579099900,33858504000,42023509200,48917387714,63510781106,69830328758,59250703715,74856301079,56360091054,88987178118,1.00725E+11,16397,21579,33859,42024,48917,63511,69830,59251,74856,56360,88987,100725
Ireland,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,3607516.791,26529283.06,61211278.79,115430190.2,250014953.3,318485294.1,448199133.7,0,0,0,0,0,4,27,61,115,250,318,448
Ireland,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,11961095222,14565460832,24811042167,33161046241,38284439817,61895228487,80641205318,74662316528,75330996105,73506077608,72279287956,98385373776,11961,14565,24811,33161,38284,61895,80641,74662,75331,73506,72279,98385
Ireland,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,15705910,15545880,38832010,98078010.6,285133490,390095400,422015739.6,533818544.1,1048640111,957247667.1,1152241240,1688568120,16,16,39,98,285,390,422,534,1049,957,1152,1689
Ireland,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,3047535400,5991223100,13162986000,17726369400,22387166900,36694254000,54819531900,45445963500,52965099600,51044176200,49364872800,73118509200,3048,5991,13163,17726,22387,36694,54820,45446,52965,51044,49365,73119
Ireland,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1300459704,2537261125,7257753376,14969951072,18413571593,12250483770,21600196905,35086148700,43784530356,41595090918,30513163848,19125455058,1300,2537,7258,14970,18414,12250,21600,35086,43785,41595,30513,19125
Ireland,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,154000,1321310.82,1847995.14,97407074.68,123866908.7,217892250.2,422055094,190399813,2765980812,2478250140,2603714970,2524803840,0,1,2,97,124,218,422,190,2766,2478,2604,2525
Ireland,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,340063220.9,355319665,345519698.5,339402456,0,0,0,0,0,0,0,0,340,355,346,339
Ireland,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1867474700,3796608610,8805762300,15629900543,18546889490,27987171900,31409138652,25943359920,32159581128,30216866886,27242290851,28498822418,1867,3797,8806,15630,18547,27987,31409,25943,32160,30217,27242,28499
Italy,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,5074250241,8727281400,11786316000,16405132400,16833139300,20416134000,24161577300,20925601200,21293508600,23108242800,23432529000,23908847400,5074,8727,11786,16405,16833,20416,24162,20926,21294,23108,23433,23909
Italy,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,41631918417,41760263936,60897258943,76527575229,77855613740,67963601937,62297886754,65394246565,69001138500,46580292774,32275559160,32398658640,41632,41760,60897,76528,77856,67964,62298,65394,69001,46580,32276,32399
Italy,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,65521909.84,55825942.81,131521016.5,508177362.4,677500560.5,800394907.5,572486441.1,578210979.3,1176513112,1099655561,1296203017,731420153.7,66,56,132,508,678,800,572,578,1177,1100,1296,731
Italy,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,9722021.253,28031118.61,38437983.5,41146882.16,111568310.1,86013903.62,23500216.2,17289197.85,218769845.3,167539088.2,421811400,401097600,10,28,38,41,112,86,24,17,219,168,422,401
Italy,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,4062793000,5556012600,6954873690,6699665923,7180621554,8254389690,9393617310,7075653306,9090186000,8100849112,6051681705,6871259061,4063,5556,6955,6700,7181,8254,9394,7076,9090,8101,6052,6871
Italy,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,73556823200,1.19196E+11,1.81419E+11,2.33574E+11,2.43557E+11,2.81061E+11,2.93688E+11,2.78608E+11,3.3675E+11,3.1895E+11,2.54662E+11,2.85314E+11,73557,119196,181419,233574,243557,281061,293688,278608,336750,318950,254662,285314
Italy,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,80991470000,98231729000,1.09505E+11,1.53198E+11,1.59906E+11,1.94603E+11,2.13659E+11,1.77758E+11,1.88461E+11,2.03689E+11,1.73733E+11,2.11323E+11,80991,98232,109505,153198,159906,194603,213659,177758,188461,203689,173733,211323
Italy,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,484500000,1362261300,1356462000,623841800,1360194100,1601472000,1595756400,1331856900,1017063600,1652879400,1535859300,775807200,485,1362,1356,624,1360,1601,1596,1332,1017,1653,1536,776
Italy,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,24710770700,36930630092,68511939893,87096760300,1.00979E+11,1.29275E+11,1.4334E+11,1.52632E+11,1.63762E+11,1.17022E+11,1.06056E+11,1.08825E+11,24711,36931,68512,87097,100979,129275,143340,152632,163762,117022,106056,108825
Italy,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,1641050.373,868539.2562,6515214.141,3670353.783,12201869.16,38027573.53,13166440.68,0,0,0,0,0,2,1,7,4,12,38,13
Italy,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,46998887518,67164935655,1.07395E+11,1.30302E+11,1.24908E+11,1.63392E+11,1.89317E+11,1.36542E+11,1.74794E+11,1.53403E+11,1.23866E+11,1.44029E+11,46999,67165,107395,130302,124908,163392,189317,136542,174794,153403,123866,144029
Italy,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,273194350,382879980,405546330,401067550.1,544313580,828129600,990330249.3,833181564.3,637659981,676742942.5,512539926.8,395292240,273,383,406,401,544,828,990,833,638,677,513,395
Italy,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,44044730100,52750658700,56440944000,76495536000,91445625200,1.01974E+11,1.0439E+11,90759715500,96710359200,70165198200,50116628700,55776315600,44045,52751,56441,76496,91446,101974,104390,90760,96710,70165,50117,55776
Italy,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2132020686,2580103590,5482772233,5143246359,7130555086,10525147920,11462698023,12123432708,14547409296,13661602764,14192776161,15802255890,2132,2580,5483,5143,7131,10525,11463,12123,14547,13662,14193,15802
Italy,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,18396000,27540213.81,137539641.6,77350996.63,90825716.79,165194696.3,206449497.2,274327799.9,2002606872,2094359880,2403031080,2123178480,18,28,138,77,91,165,206,274,2003,2094,2403,2123
Italy,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,879719201.2,897857149.6,1273451022,1022334451,0,0,0,0,0,0,0,0,880,898,1273,1022
Italy,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,24012781100,36573622240,57441618900,68612907201,73076398530,73549313700,65725924347,60366132166,91413944952,61638104280,63162930866,48982143976,24013,36574,57442,68613,73076,73549,65726,60366,91414,61638,63163,48982
Latvia,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,21205607.48,20979779.41,23690922.79,0,0,0,0,0,0,0,0,0,21,21,24
Latvia,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,23442580,37753200,71991000,87174400,101454200,135651000,157514700,155870400,168550200,276593400,245841000,291587400,23,38,72,87,101,136,158,156,169,277,246,292
Latvia,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,407476.6355,411764.7059,969924.6704,0,0,0,0,0,0,0,0,0,0,0,1
Latvia,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,145068.18,12557145.42,12643189.8,11023290,13534487.4,10754398.64,7923300,828444,646950,263880,0,0,0,13,13,11,14,11,8,1,1,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,12885981.31,25762867.65,23649755.18,0,0,0,0,0,0,0,0,0,13,26,24
Latvia,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,9651026.426,11550707.95,17506824.21,13241967.96,16321822.29,12648283.2,0,73738.5516,2939987.412,2623382.25,2785121.46,0,10,12,18,13,16,13,0,0,3,3,3
Latvia,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,53728971.96,46397058.82,50255969.87,0,0,0,0,0,0,0,0,0,54,46,50
Latvia,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,4128137.011,34627152.46,40452552.86,68432844.28,98785229.11,118921375.5,130943204.7,104725714.1,66634147.24,73351721.08,97042500,108190800,4,35,40,68,99,119,131,105,67,73,97,108
Latvia,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,4663551.402,1045955.882,1039303.202,0,0,0,0,0,0,0,0,0,5,1,1
Latvia,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,11367000,41789228,56141923,83168550,22979481,11244936,24490200,35832632.78,17340528.25,18529233.64,0,0,11,42,56,83,23,11,24,36,17,19
Latvia,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,742056.0748,972426.4706,246629.0019,0,0,0,0,0,0,0,0,0,1,1,0
Latvia,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,3525200,3547752.1,4069386,4831368.7,59489911.6,92450766,6076828.8,-818319.6,3755644.2,4319934.6,1255083,15203446.2,4,4,4,5,59,92,6,-1,4,4,1,15
Latvia,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,1085981.308,990808.8235,1894745.763,0,0,0,0,0,0,0,0,0,1,1,2
Latvia,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,183310400,228616600,282912000,546202100,516708600,626892000,675693900,629048400,756315000,668100000,750462000,971078400,183,229,283,546,517,627,676,629,756,668,750,971
Latvia,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,4086300,15336100,28974000,23553600,0,1440600,4008600,0,0,0,0,0,4,15,29,24,0,1,4,0,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,6457943.925,6272058.824,7424821.092,0,0,0,0,0,0,0,0,0,6,6,7
Latvia,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,10896800,22414300,15804000,13248900,0,82114200,0,1293900,10555200,0,0,0,11,22,16,13,0,82,0,1,11
Latvia,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,26168.2243,25735.29412,601224.1055,0,0,0,0,0,0,0,0,0,0,0,1
Latvia,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1687233.515,6292200,1263000,2724200,5025321.451,5514344.85,6314680.413,60944389.79,61928674.15,24926006.61,67022460.85,104604829.1,2,6,1,3,5,6,6,61,62,25,67,105
Latvia,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,13502803.74,11841911.76,8476177.024,0,0,0,0,0,0,0,0,0,14,12,8
Latvia,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,21506635.58,28484859.61,51312339.35,166128870.2,86588608.31,157859838.2,165497553.7,52388977.02,53419133.49,47331710.53,214073412.3,666441940.4,22,28,51,166,87,158,165,52,53,47,214,666
Latvia,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,920955.8824,0,0,0,0,0,0,0,0,0,0,0,1,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,5097196.262,6200367.647,5495838.041,0,0,0,0,0,0,0,0,0,5,6,5
Latvia,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,8813000,10487000,39153000,20431500,16515800,71118000,41218800,22267200,0,0,10351200,216381600,9,10,39,20,17,71,41,22,0,0,10,216
Latvia,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,6479644.726,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,867595.452,776261.4248,0,0,0,34315092,34741200,7892790,4485960,0,0,0,1,1,0,0,0,34,35,8,4
Latvia,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,3814164.253,3787446.874,3772862.308,4305202.2,0,0,0,0,0,0,0,0,4,4,4,4
Latvia,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,95327.1028,53308.82353,1167.608286,0,0,0,0,0,0,0,0,0,0,0,0
Latvia,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,943830,2526000,0,1179700,658500,29630.4288,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,6221773919,6861644100,10295976000,13235525700,16826061100,24523857000,29437583700,18522135300,25969696200,30182085600,26536595100,32569389000,6222,6862,10296,13236,16826,24524,29438,18522,25970,30182,26537,32569
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,57434957299,61403049491,76524453035,86536943952,1.03664E+11,1.35549E+11,1.70165E+11,1.31284E+11,1.50844E+11,1.36053E+11,1.2797E+11,1.48508E+11,57435,61403,76524,86537,103664,135549,170165,131284,150844,136053,127970,148508
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,66366613.27,59772789.45,185639555.5,307910010.2,487162230.1,557853711.2,577488636.9,633417907.8,793142714.8,741365609.8,909491759.7,871514043.4,66,60,186,308,487,558,577,633,793,741,909,872
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,13258139.27,13064928.63,35698169.16,134250420.6,152791855.1,343803127.5,637513865.1,373338616.1,464782380.6,844099840.3,648243900,770529600,13,13,36,134,153,344,638,373,465,844,648,771
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1618948100,2505344300,4605984180,7688850185,10028511730,16207713180,20751442929,11036208834,18448323600,27582519834,23618392733,36828035845,1619,2505,4606,7689,10029,16208,20751,11036,18448,27583,23618,36828
Luxembourg,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,30642801000,38865289720,50489374776,68020638337,87393720227,1.32255E+11,1.73908E+11,1.17174E+11,1.43334E+11,1.69296E+11,1.44437E+11,2.03882E+11,30643,38865,50489,68021,87394,132255,173908,117174,143334,169296,144437,203882
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1.03235E+11,1.24146E+11,1.7114E+11,2.25009E+11,2.47728E+11,3.59758E+11,4.78004E+11,3.90007E+11,4.35614E+11,4.38573E+11,3.86049E+11,4.55628E+11,103235,124146,171140,225009,247728,359758,478004,390007,435614,438573,386049,455628
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,757200000,1951630700,3134766000,4736021700,5833616500,6561294000,9412607400,5853490200,9048408600,7144661400,6535488900,74948517000,757,1952,3135,4736,5834,6561,9413,5853,9048,7145,6535,74949
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1697383800,11434636264,16031852050,22971816500,26916035200,38919984000,46658209500,34871826900,45414915000,43570809600,41682988500,56689340400,1697,11435,16032,22972,26916,38920,46658,34872,45415,43571,41683,56689
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1.06052E+11,1.4675E+11,1.89594E+11,2.1495E+11,2.29974E+11,3.24791E+11,3.73606E+11,2.16295E+11,2.64671E+11,2.87774E+11,2.7018E+11,3.23447E+11,106052,146750,189594,214950,229974,324791,373606,216295,264671,287774,270180,323447
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,27214080.22,70103033.06,133223943.4,269223458.1,602743925.2,713242647.1,888424406.8,0,0,0,0,0,27,70,133,269,603,713,888
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,21014950,35855820,76788110,229730834.7,357095190,393256200,502371790.2,403068329.1,608042685.6,709006426.8,603801540.4,506517660,21,36,77,230,357,393,502,403,608,709,604,507
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,8348554900,8262707300,16080516000,27545748300,35546720400,66893064000,86659582800,62402436300,81291617400,87171015600,75543057600,89630800200,8349,8263,16081,27546,35547,66893,86660,62402,81292,87171,75543,89631
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,3146306982,4699209090,5505467767,7231370178,9918988382,13287911010,16407378876,10873449519,12639392220,12441491820,9703732440,11868886998,3146,4699,5505,7231,9919,13288,16407,10873,12639,12441,9704,11869
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,191026000,147502248,300807685.3,331728523.3,338359208.7,237502857.6,570940096.2,352246902,572739342,1121205420,860961060,661283280,191,148,301,332,338,238,571,352,573,1121,861,661
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,434659189.2,556904833.2,599352226.3,880008134.4,0,0,0,0,0,0,0,0,435,557,599,880
Luxembourg,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,6872377400,12357985670,19816091100,36227402690,45511410360,64807726200,67864130258,33613958794,47507045415,48995794962,39944455239,51259514554,6872,12358,19816,36227,45511,64808,67864,33614,47507,48996,39944,51260
Malta,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,28465990,38801900,47994000,47673500,58985000,84288000,97158600,91852200,115248000,58792800,32347500,25068600,28,39,48,48,59,84,97,92,115,59,32,25
Malta,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,14443539,20507825.1,2848847.245,4177740,5732298,38428830,13325940,0,0,0,0,0,14,21,3,4,6,38,13
Malta,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,24862372.03,21085401.22,34596795.24,34190999.68,36256350.9,28123184.56,20833586.97,61304.856,66459.8796,79340.7996,0,0,25,21,35,34,36,28,21,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,84162.33231,7426068.32,810431.1494,92036.11497,341567.9678,1293900,1319400,0,0,0,0,0,0,7,1,0,0,1,1
Malta,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,242234055,21000753,0,0,0,0,0,0,0,0,0,0,242,21,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,113195754.1,128909277,132365343.6,95799061.2,178487458.8,1132223725,906163456.5,268236658.8,0,0,0,0,113,129,132,96,178,1132,906,268
Malta,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,42942000,43587200,20054900,15804000,14721000,8350200,37455600,181723200,84103500,34304400,0,0,43,44,20,16,15,8,37,182,84,34
Malta,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,28604100,7078200,13170000,22081500,1160677800,221852400,159007800,201848400,118746000,0,0,0,29,7,13,22,1161,222,159,202,119
Malta,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,46139505.29,113259600,13893000,130761600,305702758.1,325566744.8,402097305.1,157216627.6,271698635.2,115428025.8,229961886.6,237852288.6,46,113,14,131,306,326,402,157,272,115,230,238
Malta,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,65262.62626,296546.0123,14179439.25,40737132.35,43711167.61,0,0,0,0,0,0,0,0,0,14,41,44
Malta,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,6174317.034,8123250.838,13114096.53,9034809.3,4285850.1,122833123.6,183076953.5,103984600.1,311328939.8,399782485,504045841.6,867361981.7,6,8,13,9,4,123,183,104,311,400,504,867
Malta,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,7902000,29442000,18092100,17287200,41422200,50462100,21110400,0,0,0,0,0,8,29,18,17,41,50,21
Malta,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,266057.3432,632477.3299,0,0,0,0,0,14645340,0,0,0,0,0,1,0,0,0,0,0,15
Malta,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malta,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,1887660,5304600,5930189.753,28666710,35163900,65624681.13,0,0,0,0,0,0,2,5,6,29,35,66,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1356320700,1531102000,0,0,0,0,0,0,0,0,0,0,1356,1531,0,0,0,0,0,0,0,0,0,0
Netherlands,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,8296565559,11285060700,16437945000,20669867500,20503186000,25458927000,26605263300,19702296900,23949975000,25731203400,23250089100,22953601800,8297,11285,16438,20670,20503,25459,26605,19702,23950,25731,23250,22954
