debtor,Concept,creditor,Data Source,Unit,Scale,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Finland,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,15411412.31,33081979.34,44387240.4,22133278.12,105145794.4,107665441.2,137669679.8,0,0,0,0,0,15,33,44,22,105,108,138
Finland,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,8963086256,8281929488,10689700901,17057643107,14032767511,17423067331,21847059033,15803120067,21195462455,17683304487,17333788090,19218037461,8963,8282,10690,17058,14033,17423,21847,15803,21195,17683,17334,19218
Finland,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,19988535.6,2005920,2919700,13200756.5,168461160,178716900,105939676.5,17787317.7,22542508.8,7938230.58,66167846.37,43804080,20,2,3,13,168,179,106,18,23,8,66,44
Finland,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,5986670900,6475722500,6696426000,8273395400,7852083200,9041205000,9676113300,5978743200,10058269200,10658867400,17004433800,22012869600,5987,6476,6696,8273,7852,9041,9676,5979,10058,10659,17004,22013
Finland,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,269089297.9,418782004.8,510476535.3,411726378.5,275542529,244145460,279124881,193766391,572566470,734001384,615171816,538143678,269,419,510,412,276,244,279,194,573,734,615,538
Finland,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1888000,1373763.613,10608232.08,96829309.38,128349192.4,155688485.9,227079143,420855.74,158653278,432394320,730665330,672630120,2,1,11,97,128,156,227,0,159,432,731,673
Finland,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,105086785.5,114384694.2,118397497.9,121888810.8,0,0,0,0,0,0,0,0,105,114,118,122
Finland,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1749380500,2031961120,2354105700,3537920218,2909494110,3017905500,3963249210,2434532223,3691019570,2471569140,1442844887,1248043762,1749,2032,2354,3538,2909,3018,3963,2435,3691,2472,1443,1248
France,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,6393826295,9325040400,13812168000,18689374100,20286121200,24371085000,26725975500,24930913800,30337595400,29962948800,27030864900,30015030600,6394,9325,13812,18689,20286,24371,26726,24931,30338,29963,27031,30015
France,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,29983357699,36281224582,54395180794,74930325934,84326478323,1.02096E+11,1.10277E+11,86043553432,1.0883E+11,1.17678E+11,1.24316E+11,1.30805E+11,29983,36281,54395,74930,84326,102096,110277,86044,108830,117678,124316,130805
France,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,101463524.1,195700022,426119197,448961816.3,633885020,960640126.5,1047390317,1995499823,1915088098,1108649817,1612863319,1371005066,101,196,426,449,634,961,1047,1995,1915,1109,1613,1371
France,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,664763.735,30886358.16,72766245.49,157177602.8,158464820.1,399686916.1,629241789,511382055.3,834399418.3,881501532.8,793160700,589771800,1,31,73,157,158,400,629,511,834,882,793,590
France,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,7619719800,11577648000,13180630110,18926788130,17409882833,23776288290,26289394803,19801177185,22899777600,25098142153,21600412959,19495905345,7620,11578,13181,18927,17410,23776,26289,19801,22900,25098,21600,19496
France,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,74191359200,80252816200,1.22169E+11,1.5568E+11,1.5049E+11,2.2676E+11,2.48785E+11,2.11868E+11,2.72188E+11,2.95666E+11,3.01545E+11,3.75394E+11,74191,80253,122169,155680,150490,226760,248785,211868,272188,295666,301545,375394
France,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,626400000,1271024400,3259803000,2453142100,3588647400,3559851000,4984530600,2562119700,2425970400,2823390600,2715896100,2087290800,626,1271,3260,2453,3589,3560,4985,2562,2426,2823,2716,2087
France,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,15279979400,20996325127,59487944021,76526864300,68645563300,89030517000,1.17927E+11,1.00788E+11,1.34617E+11,1.40715E+11,99711815700,1.21938E+11,15280,20996,59488,76527,68646,89031,117927,100788,134617,140715,99712,121938
France,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,43910953966,53983929900,73901919000,86590059100,92998361701,1.22769E+11,1.35019E+11,1.22798E+11,1.49407E+11,1.12738E+11,1.34947E+11,1.35557E+11,43911,53984,73902,86590,92998,122769,135019,122798,149407,112738,134947,135557
France,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,15477957.09,59593099.17,93465278.79,132802118.6,216037383.2,204367647.1,204462749.5,0,0,0,0,0,15,60,93,133,216,204,204
France,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,59187309959,69240573562,1.19172E+11,1.39644E+11,1.61236E+11,2.20461E+11,2.51098E+11,2.30594E+11,2.92489E+11,2.80422E+11,2.60076E+11,2.87615E+11,59187,69241,119172,139644,161236,220461,251098,230594,292489,280422,260076,287615
France,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,142238030,181034280,235035850,325586220.9,345534130,308968200,329612022.6,483700643.7,629328991.2,575976225.5,874845642.1,1432736460,142,181,235,326,346,309,330,484,629,576,875,1433
France,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,45191301400,53536135000,82968996000,1.10276E+11,1.1721E+11,1.12895E+11,1.3266E+11,1.38577E+11,1.81614E+11,1.94583E+11,1.61846E+11,1.85484E+11,45191,53536,82969,110276,117210,112895,132660,138577,181614,194583,161846,185484
France,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,3677373725,6346724770,12226087400,14756117697,18195728191,19654407540,19546381869,15377129889,19600789194,14692708218,14186875977,12251499804,3677,6347,12226,14756,18196,19654,19546,15377,19601,14693,14187,12251
France,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1168000,6381756.419,63057654.92,127836398.1,91636409.16,110984531,289243550.5,308702361.5,1859944254,2406629820,2823419190,2725748460,1,6,63,128,92,111,289,309,1860,2407,2823,2726
France,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,2361648183,2459840418,1962488806,2219503916,0,0,0,0,0,0,0,0,2362,2460,1962,2220
France,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
France,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,19704986700,27015875310,51692316600,65396980687,88739629340,88406785800,1.03801E+11,74309645777,94412666204,66360716112,53129912974,48025315314,19705,27016,51692,65397,88740,88407,103801,74310,94413,66361,53130,48025
Germany,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,30471779799,43127787500,59148816000,71274606700,69381696100,80605668000,92854179600,76496182200,78632269800,74359530000,68052670500,66124369800,30472,43128,59149,71275,69382,80606,92854,76496,78632,74360,68053,66124
Germany,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,32303821481,35685362816,43003185848,50430738580,52587789027,59370816999,65086083901,47022920093,55004268900,55596275550,44748108210,40514156100,32304,35685,43003,50431,52588,59371,65086,47023,55004,55596,44748,40514
Germany,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,208507266,240083741.4,247022578.5,799523484.8,549994285.2,770143214,537877370.1,2140008493,1511588019,779282262.4,891731224.4,555836012.7,209,240,247,800,550,770,538,2140,1512,779,892,556
Germany,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,110946416.5,315518197.2,370922511.6,322288185.1,358682661.9,613038428.5,807843432.2,539837193.4,359308992.8,446258549.9,395933400,478942200,111,316,371,322,359,613,808,540,359,446,396,479
Germany,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,8274525700,10806853500,13810134570,19443446281,18920618450,26411091660,26697372597,23115608154,27754599600,27469787563,27367761109,31299201927,8275,10807,13810,19443,18921,26411,26697,23116,27755,27470,27368,31299
Germany,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,86353299200,1.23368E+11,1.88203E+11,2.01799E+11,1.84443E+11,2.87359E+11,4.24166E+11,3.59024E+11,3.37545E+11,3.44958E+11,2.67479E+11,2.55107E+11,86353,123368,188203,201799,184443,287359,424166,359024,337545,344958,267479,255107
Germany,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,236000000,679557600,2346654000,6113104800,7992467500,8825217000,10928870400,3011638800,2405802000,2490676800,2255267700,2215272600,236,680,2347,6113,7992,8825,10929,3012,2406,2491,2255,2215
Germany,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,33332528600,39137580796,82203377524,90281350100,91071660300,1.13107E+11,1.37362E+11,1.22915E+11,1.33081E+11,1.24373E+11,1.33255E+11,1.58025E+11,33333,39138,82203,90281,91072,113107,137362,122915,133081,124373,133255,158025
Germany,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,59565767684,56460959300,95825073000,1.18616E+11,1.43018E+11,1.40883E+11,1.37567E+11,1.08927E+11,1.11693E+11,72239941658,1.06995E+11,85143187979,59566,56461,95825,118616,143018,140883,137567,108927,111693,72240,106995,85143
Germany,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,11563764.93,62860392.56,106396099,99496276.07,248368224.3,329867647.1,402379679.8,0,0,0,0,0,12,63,106,99,248,330,402
Germany,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1.50101E+11,1.71262E+11,2.12775E+11,2.30414E+11,2.58234E+11,3.04036E+11,3.69047E+11,3.21174E+11,3.57911E+11,3.45572E+11,3.32398E+11,3.38E+11,150101,171262,212775,230414,258234,304036,369047,321174,357911,345572,332398,338000
Germany,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,268327730,423499860,606421690,605570970,640223190,1094163600,1321738234,1369899020,1400763088,522211278.8,1279524900,818951580,268,423,606,606,640,1094,1322,1370,1401,522,1280,819
Germany,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,68220551700,1.06095E+11,1.59575E+11,1.93573E+11,1.86807E+11,1.93453E+11,1.83388E+11,1.37219E+11,1.72708E+11,1.96646E+11,2.29038E+11,2.66771E+11,68221,106095,159575,193573,186807,193453,183388,137219,172708,196646,229038,266771
Germany,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,5878939824,8694629720,14358995676,17455494707,16049523575,18440778870,19134841593,17434883592,15504241410,14952265068,7830618105,9210665430,5879,8695,14359,17455,16050,18441,19135,17435,15504,14952,7831,9211
Germany,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,94878000,135268258.6,221232715.7,406847943.6,473607111.6,496536615.1,610393528.6,434140752.9,1248034998,1429172796,1268927730,1113573600,95,135,221,407,474,497,610,434,1248,1429,1269,1114
Germany,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,3062387828,2416658840,2803092021,3033367889,0,0,0,0,0,0,0,0,3062,2417,2803,3033
Germany,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,32783478700,41656146790,64287584100,63714593029,75199858530,69756748800,78780013199,53695678113,60959677571,40027808490,34933968589,27407610170,32783,41656,64288,63715,75200,69757,78780,53696,60960,40028,34934,27408
Greece,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2177810225,3734420700,6398358000,7893369500,7691644000,9193977000,11878374900,7998099900,6996994200,5561264400,2019777900,1746885600,2178,3734,6398,7893,7692,9194,11878,7998,6997,5561,2020,1747
Greece,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,4188951976,6505328764,12038401163,17094036713,17314892762,17329623336,20297568001,19900335109,18796516620,9937666812,3027726000,2471632020,4189,6505,12038,17094,17315,17330,20298,19900,18797,9938,3028,2472
Greece,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,112852008.1,148735335.8,169732755.2,299643163.1,497130081.6,1172822953,1053727708,5176760427,13009987162,19244249370,10462917450,7475410170,113,149,170,300,497,1173,1054,5177,13010,19244,10463,7475
Greece,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,250796.7114,3062145.436,5230535.868,2571744.096,9005369.557,6204057.077,23232359.62,75469614.28,18017710.3,5175600,7916400,0,0,3,5,3,9,6,23,75,18,5,8
Greece,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,159515300,522252600,944496660,1595577561,2179424968,2975708820,3376658817,2545920312,3912669600,2589846847,786286858.2,181623871.8,160,522,944,1596,2179,2976,3377,2546,3913,2590,786,182
Greece,Portfolio Investment Total Liabilities (BPM5),France,Coordinated Portfolio Investment Survey (CPIS),USD,Units,10427541600,16039043271,25976007330,38616413555,40996991026,47589918798,62431185409,61167309509,82474678457,44027211425,13879845152,10597600238,10428,16039,25976,38616,40997,47590,62431,61167,82475,44027,13880,10598
Greece,Portfolio Investment Total Liabilities (BPM5),Germany,Coordinated Portfolio Investment Survey (CPIS),USD,Units,14512367100,17539507500,24677757000,31370525100,35567955000,38570979000,40238381400,33462034800,39492608400,40408024200,12288167714,9371698200,14512,17540,24678,31371,35568,38571,40238,33462,39493,40408,12288,9372
Greece,Portfolio Investment Total Liabilities (BPM5),Greece,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greece,Portfolio Investment Total Liabilities (BPM5),Ireland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2687965000,3499851129,5289415449,8468175700,11340456100,12411408000,12411275100,14807688000,11782667400,3626446800,2666727900,387903600,2688,3500,5289,8468,11340,12411,12411,14808,11783,3626,2667,388
Greece,Portfolio Investment Total Liabilities (BPM5),Italy,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2842463616,5004396400,10773390000,13991491200,17149823508,17108470337,22363435747,23392274515,17819773999,5724492811,4429617689,4238166502,2842,5004,10773,13991,17150,17108,22363,23392,17820,5724,4430,4238
Greece,Portfolio Investment Total Liabilities (BPM5),Latvia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,1798214.552,1651578.512,1835929.293,1309795.501,12164485.98,5709558.824,2555706.215,0,0,0,0,0,2,2,2,1,12,6,3
Greece,Portfolio Investment Total Liabilities (BPM5),Luxembourg,Coordinated Portfolio Investment Survey (CPIS),USD,Units,4147337560,6100303351,10000379083,18665786180,16440289270,21869658371,23641173817,19497881095,19964156255,8432775818,2749180015,1411666901,4147,6100,10000,18666,16440,21870,23641,19498,19964,8433,2749,1412
Greece,Portfolio Investment Total Liabilities (BPM5),Malta,Coordinated Portfolio Investment Survey (CPIS),USD,Units,84059800,77478660,100437680,149785420.9,131064670,161332500,203607623.1,196984001.4,879384017.4,508047291.6,210888491.1,42748560,84,77,100,150,131,161,204,197,879,508,211,43
Greece,Portfolio Investment Total Liabilities (BPM5),Netherlands,Coordinated Portfolio Investment Survey (CPIS),USD,Units,5306307300,7786597500,8132457000,16828745500,17240135800,19591692000,24740112600,19387772700,22100244600,9044737800,3273567000,3785358600,5306,7787,8132,16829,17240,19592,24740,19388,22100,9045,3274,3785
Greece,Portfolio Investment Total Liabilities (BPM5),Portugal,Coordinated Portfolio Investment Survey (CPIS),USD,Units,182467208.4,0,501893543.1,1071452821,1376969434,2700310950,4383957963,5138128566,6506167374,6042349848,1962005265,2493758358,182,0,502,1071,1377,2700,4384,5138,6506,6042,1962,2494
Greece,Portfolio Investment Total Liabilities (BPM5),Slovak Republic,Coordinated Portfolio Investment Survey (CPIS),USD,Units,2119000,3584274.153,3460996.355,6454449.747,4729560.536,7578297.645,14210756.45,7177928.455,112294770,1179330120,346894590,148696380,2,4,3,6,5,8,14,7,112,1179,347,149
Greece,Portfolio Investment Total Liabilities (BPM5),Slovenia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,0,0,0,0,0,0,0,621712870,725401875.2,400401008.5,331223495.4,0,0,0,0,0,0,0,0,622,725,400,331
Greece,Portfolio Investment Total Liabilities (BPM5),Spain,Coordinated Portfolio Investment Survey (CPIS),USD,Units,571963700,1210199800,2343749100,3167434441,3189200980,4085597400,3695150883,3486189837,8772180376,10820921736,3485960940,2828787093,572,1210,2344,3167,3189,4086,3695,3486,8772,10821,3486,2829
Ireland,Portfolio Investment Total Liabilities (BPM5),Austria,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1836445581,2929019100,4858761000,8665680200,11195353000,16149054000,19372836000,16064393100,17082634800,12162092400,11733085200,11893071600,1836,2929,4859,8666,11195,16149,19373,16064,17083,12162,11733,11893
Ireland,Portfolio Investment Total Liabilities (BPM5),Belgium,Coordinated Portfolio Investment Survey (CPIS),USD,Units,4169603035,6298955845,7708053764,12754210650,13269179433,23937623424,39349861587,39074490020,38061372300,38364693798,37984892910,37866516120,4170,6299,7708,12754,13269,23938,39350,39074,38061,38365,37985,37867
Ireland,Portfolio Investment Total Liabilities (BPM5),Cyprus,Coordinated Portfolio Investment Survey (CPIS),USD,Units,71190661.01,63310930.78,79874450.93,251867417.8,362629538.2,713548400.8,997490543.7,904165554.3,1522837978,1693258576,1393819280,1460201939,71,63,80,252,363,714,997,904,1523,1693,1394,1460
Ireland,Portfolio Investment Total Liabilities (BPM5),Estonia,Coordinated Portfolio Investment Survey (CPIS),USD,Units,0,23799643.82,2336900.464,53351465.86,30407091.96,97544143.14,91556842.32,125346684.4,245920499.2,281366613.4,342883500,579216600,0,24,2,53,30,98,92,125,246,281,343,579
Ireland,Portfolio Investment Total Liabilities (BPM5),Finland,Coordinated Portfolio Investment Survey (CPIS),USD,Units,1102506300,1752377700,4227740940,5193646437,7820066142,12537760980,13775970684,10939193427,14797843200,15864740779,13917404990,19701277096,1103,1752,4228,5194,7820,12538,13776,10939,14798,15865,13917,19701
