ID,Jahr,Quelle,Kanton_Betrieb,Betrieb,Zusatzname,Inhaberin,BUR,X,Y,Adresse_Betrieb,PLZ_Betrieb,Ort_Betrieb,NOGA-Code,NACE-Code,Haupttätigkeit,Schadstoff_Nr,Schadstoff_Name,CAS,Schadstoff_Gruppe,Medium,Schadstoff_Schwelle,Datenerhebung,Methode,Sonderabfall,Inland,Verwendung,Name_Abfallverwerter,Adresse_Abfallverwerter,PLZ_Abfallverwerter,Ort_Abfallverwerter,Land_Abfallverwerter,Wert,Einheit,Bemerkung
1146,2007,Betrieb,LU,vonRoll casting (emmenbrücke) ag,,vonRoll casting (emmenbrücke) ag,52291374,213909,664557,Rueggisingerstrasse 2,6020,Emmenbrücke,245100,2451,Herstellung und Verarbeitung von Metallen,7,VOC ohne Methan,,andere Gase,Luft,100000,Berechnung,eingekaufte Farbstoffen,-,WAHR,,-,-,-,-,-,7600,kg/a,
1147,2007,Betrieb,LU,vonRoll casting (emmenbrücke) ag,,vonRoll casting (emmenbrücke) ag,52291374,213909,664557,Rueggisingerstrasse 2,6020,Emmenbrücke,245100,2451,Herstellung und Verarbeitung von Metallen,8,Stickstoffoxide,,andere Gase,Luft,100000,Berechnung,auf Basis Abluftmessungen,-,WAHR,,-,-,-,-,-,430,kg/a,
1148,2007,Betrieb,JU,vonRoll casting (rondez) sa,,vonRoll casting (rondez) sa,52212723,246113,594124,rondez 17,2800,Delémont,245400,2454,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,159700,kg/a,
1149,2007,Betrieb,JU,vonRoll casting (rondez) sa,,vonRoll casting (rondez) sa,52212723,246113,594124,rondez 17,2800,Delémont,245400,2454,Herstellung und Verarbeitung von Metallen,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,7806450,kg/a,
1150,2007,Betrieb,JU,vonRoll casting (rondez) sa,,vonRoll casting (rondez) sa,52212723,246113,594124,rondez 17,2800,Delémont,245400,2454,Herstellung und Verarbeitung von Metallen,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Verwertung,-,-,-,-,Schweiz,3872130,kg/a,
1151,2007,Betrieb,JU,vonRoll casting (rondez) sa,,vonRoll casting (rondez) sa,52212723,246113,594124,rondez 17,2800,Delémont,245400,2454,Herstellung und Verarbeitung von Metallen,1,Methan (CH4),74-82-8,Treibhausgase,Luft,100000,Schätzung,selon facteurs d'émission,-,WAHR,,-,-,-,-,-,264,kg/a,
1152,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,379380,kg/a,
1153,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,1636400,kg/a,
1154,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Verwertung,-,-,-,-,Schweiz,129160,kg/a,
1155,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,1,Methan (CH4),74-82-8,Treibhausgase,Luft,100000,Berechnung,selon facteur d'émission de OFEFP,-,WAHR,,-,-,-,-,-,1095.8,kg/a,
1156,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,2,Kohlenmonoxid,630-08-0,andere Gase,Luft,500000,Berechnung,selon facteur d'émission de OFEFP,-,WAHR,,-,-,-,-,-,8563.3,kg/a,
1157,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,Selon facteur d'émission de OFEFP,-,WAHR,,-,-,-,-,-,10667697.3,kg/a,
1158,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,5,N2O,10024-97-2,Treibhausgase,Luft,10000,Berechnung,selon facteur d'émission OFEFP,-,WAHR,,-,-,-,-,-,16374.9,kg/a,
1159,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,7,VOC ohne Methan,,andere Gase,Luft,100000,Berechnung,Bilan COV,-,WAHR,,-,-,-,-,-,37147,kg/a,
1160,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,20,Kupfer & Verb.,7440-50-8,Schwermetalle,Boden,50,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1161,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,20,Kupfer & Verb.,7440-50-8,Schwermetalle,Luft,100,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1162,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,20,Kupfer & Verb.,7440-50-8,Schwermetalle,Wasser,50,Schätzung,basé sur moyenne concentrations trimestrielles,-,WAHR,,-,-,-,-,-,124.08,kg/a,
1163,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,23,Blei & Verb.,7439-92-1,Schwermetalle,Boden,20,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1164,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,23,Blei & Verb.,7439-92-1,Schwermetalle,Luft,200,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1165,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,23,Blei & Verb.,7439-92-1,Schwermetalle,Wasser,20,Schätzung,basé moyenne concentrations trimestrielles,-,WAHR,,-,-,-,-,-,60.72,kg/a,
1166,2008,Betrieb,FR,Estavayer Lait SA,,Estavayer Lait SA,52147137,188485,555225,Rte de Payerne 2,1470,Estavayer-le-Lac,105101,1051,Tierische und pflanzliche Produkte aus dem Lebensmittel- und Getränkesektor,76,TOC,,Andere organische Stoffe,Abwasser,50000,Messung,Angabe ARA (STEP Estavayer),-,WAHR,,-,-,-,-,-,555000,kg/a,
1167,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,4059000,kg/a,
1168,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,190000,kg/a,
1169,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,1077000,kg/a,
1170,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Verwertung,-,-,-,-,Schweiz,1872000,kg/a,
1171,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,4,HFKW,,Treibhausgase,Luft,100,Messung,Nachfüllmenge,-,WAHR,,-,-,-,-,-,198.8,kg/a,
1172,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,14,HFCKW,,andere Gase,Luft,1,Messung,Nachfüllmenge,-,WAHR,,-,-,-,-,-,254.6,kg/a,
1173,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,15,FCKW,,andere Gase,Luft,1,Messung,Nachfüllmenge,-,WAHR,,-,-,-,-,-,68,kg/a,
1174,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,24,Zink & Verb.,7440-66-6,Schwermetalle,Abwasser,100,Messung,Metallbestimmung und Abwassermenge,-,WAHR,,-,-,-,-,-,130,kg/a,
1175,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Abwasser,10,Messung,Gaschromatographie und Abwassermengen,-,WAHR,,-,-,-,-,-,2300,kg/a,
1176,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Boden,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1177,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Luft,1000,Schätzung,Unterbrüche in der Abluftsammlung/-Verbrennung,-,WAHR,,-,-,-,-,-,5000,kg/a,
1178,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Wasser,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1179,2008,Betrieb,BS,F. Hoffmann-La Roche AG,,F. Hoffmann-La Roche AG,41809848,267589,612752,Grenzacherstr. 124,4070,Basel,211000,2110,Chemische Industrie,76,TOC,,Andere organische Stoffe,Abwasser,50000,Messung,TOC-Bestimmung und Abwassermenge,-,WAHR,,-,-,-,-,-,469000,kg/a,
1180,2008,Betrieb,AG,Feldschlösschen Supply Company AG,,Feldschlösschen Supply Company AG,51919351,267111,626889,Theophil-Roniger-Strasse,4310,Rheinfelden,110500,1105,Tierische und pflanzliche Produkte aus dem Lebensmittel- und Getränkesektor,13,Gesamtphosphor,,Anorganische Stoffe,Abwasser,5000,Messung,Analyse ABwasser - Hochrechung auf Basis Volumen.,-,WAHR,,-,-,-,-,-,17000,kg/a,
1181,2008,Betrieb,AG,Feldschlösschen Supply Company AG,,Feldschlösschen Supply Company AG,51919351,267111,626889,Theophil-Roniger-Strasse,4310,Rheinfelden,110500,1105,Tierische und pflanzliche Produkte aus dem Lebensmittel- und Getränkesektor,76,TOC,,Andere organische Stoffe,Abwasser,50000,Messung,Analyse Abwasser - Hochrechung auf Mengenbasis,-,WAHR,,-,-,-,-,-,136800,kg/a,
1182,2008,Betrieb,GE,Firmenich SA,,Firmenich SA,,115049,489211,Route de la Plaine 125,1283,La Plaine,204200,2042,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,8438421,kg/a,
1183,2008,Betrieb,GE,Firmenich SA,,Firmenich SA,,115049,489211,Route de la Plaine 125,1283,La Plaine,204200,2042,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,986353,kg/a,
1184,2008,Betrieb,GE,Firmenich SA,,Firmenich SA,,115049,489211,Route de la Plaine 125,1283,La Plaine,204200,2042,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Verwertung,Speichim Processing SA,Allée de Pins,1150,Speichim Processing SA,Frankreich,307698,kg/a,
1185,2008,Betrieb,SG,Flumroc AG,,Flumroc AG,,218188,744688,Industriestr. 8,8890,Flums,239902,2399,Mineralverarbeitende Industrie,6,Ammoniak (NH3),7664-41-7,andere Gase,Luft,10000,Messung,Opsis,-,WAHR,,-,-,-,-,-,32489,kg/a,
1186,2008,Betrieb,SG,Flumroc AG,,Flumroc AG,,218188,744688,Industriestr. 8,8890,Flums,239902,2399,Mineralverarbeitende Industrie,11,Schwefeloxide,,andere Gase,Luft,150000,Messung,Opsis,-,WAHR,,-,-,-,-,-,228868,kg/a,
1187,2008,Betrieb,VD,FMG SA,,FMG SA,,169000,551000,PLACE DE LA GARE,1510,MOUDON,245100,2451,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,5300,kg/a,
1188,2008,Betrieb,VD,FMG SA,,FMG SA,,169000,551000,PLACE DE LA GARE,1510,MOUDON,245100,2451,Herstellung und Verarbeitung von Metallen,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,2300000,kg/a,
1189,2008,Betrieb,GL,Foma Galvanik AG,,Foma Galvanik AG,41018247,223518,720473,Linth-Escherstr. 12,8865,Bilten,256100,2561,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,29300,kg/a,
1190,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Beseitigung,UTD Heilbronn,-,74076,UTD Heilbronn,Deutschland,3000000,kg/a,
1191,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,22400000,kg/a,
1192,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,FALSCH,Beseitigung,-,-,-,-,Ausland,2000000,kg/a,
1193,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,Branchenmodell VBSA,-,WAHR,,-,-,-,-,-,151000000,kg/a,
1194,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Boden,1,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1195,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Luft,10,Berechnung,Branchenmodell VBSA,-,WAHR,,-,-,-,-,-,11,kg/a,
1196,2008,Betrieb,AG,GEKAL Buchs,,GEKAL Buchs,,248900,650200,Im Lostorf 11,5033,Buchs AG,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Wasser,1,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1197,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,23100000,kg/a,
1198,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,FALSCH,Verwertung,-,-,-,-,Ausland,300000,kg/a,
1199,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,Branchenmodell VBSA,-,WAHR,,-,-,-,-,-,129000000,kg/a,
1200,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Boden,1,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1201,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Luft,10,Berechnung,Branchenmodell VBSA,-,WAHR,,-,-,-,-,-,10,kg/a,
1202,2008,Betrieb,GR,GEVAG Trimmis,,GEVAG Trimmis,,198290,761344,Rheinstrasse,7201,Untervaz-Bahnhof,382100,3821,Abfall- und Abwasserbewirtschaftung,21,Quecksilber & V.,7439-97-6,Schwermetalle,Wasser,1,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1203,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,8830900,kg/a,
1204,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,équivalence Kwh-CO2,-,WAHR,,-,-,-,-,-,14346000,kg/a,
1205,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1206,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Berechnung,analyse des eaux de STEP,-,WAHR,,-,-,-,-,-,4120,kg/a,
1207,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1208,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Berechnung,Analyse des eaux de STEP,-,WAHR,,-,-,-,-,-,754,kg/a,
1209,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,34,"1,2-Dichlorethan",107-06-2,Chlorhaltige organische Stoffe,Boden,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1210,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,34,"1,2-Dichlorethan",107-06-2,Chlorhaltige organische Stoffe,Luft,1000,Schätzung,1% du stock,-,WAHR,,-,-,-,-,-,300,kg/a,
1211,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,34,"1,2-Dichlorethan",107-06-2,Chlorhaltige organische Stoffe,Wasser,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1212,2008,Betrieb,GE,Givaudan Suisse SA site de Vernier,,Givaudan SA,,118010,495114,5 ch. de la Parfumerie,1214,Vernier,204200,2042,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Boden,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1213,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,24,Zink & Verb.,7440-66-6,Schwermetalle,Boden,100,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1214,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,24,Zink & Verb.,7440-66-6,Schwermetalle,Luft,200,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1215,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,24,Zink & Verb.,7440-66-6,Schwermetalle,Wasser,100,Schätzung,basé moyenne concentrations hebdomadaires,-,WAHR,,-,-,-,-,-,496.32,kg/a,
1216,2007,Betrieb,JU,vR production (choindez) sa,,vR production (choindez) sa,69554023,241140,595568,route de moutier,2830,choindez,245400,2454,Herstellung und Verarbeitung von Metallen,86,Feinstaub (PM10),,Anorganische Stoffe,Luft,50000,Berechnung,selon facteur d'émissions de OFEFP,-,WAHR,,-,-,-,-,-,3421.6,kg/a,
1217,2007,Betrieb,ZH,Weiacher Kies AG,,Weiacher Kies AG,1020001,268868,676270,Im Hard 10,8187,Weiach,81200,812,Mineralverarbeitende Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,5000,kg/a,
1218,2007,Betrieb,SG,ZAB Bazenheid,,ZAB Bazenheid,,253780,722984,Zwizach,9602,Bazenheid,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,17000000,kg/a,
1219,2007,Betrieb,SG,ZAB Bazenheid,,ZAB Bazenheid,,253780,722984,Zwizach,9602,Bazenheid,382100,3821,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,FALSCH,Verwertung,-,-,-,-,Ausland,200000,kg/a,
1220,2007,Betrieb,ZH,Zeochem AG,,Zeochem AG,,235770,694278,Seestrasse 108,8707,Uetikon am See,201300,2013,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,664731,kg/a,
1221,2007,Betrieb,ZH,Zeochem AG,,Zeochem AG,,235770,694278,Seestrasse 108,8707,Uetikon am See,201300,2013,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,1555,kg/a,
1222,2007,Betrieb,ZH,Zeochem AG,,Zeochem AG,,235770,694278,Seestrasse 108,8707,Uetikon am See,201300,2013,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Verwertung,Chemetall GmbH,Zweigniederlassung Langenlsheim,38685,Chemetall GmbH,Deutschland,93000,kg/a,
1223,2007,Betrieb,BE,Ziegelei Rapperswil,,Ziegelei Rapperswil,52152980,213221,597699,Ziegelei,3255,Rapperswil,233200,2332,Mineralverarbeitende Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,11000,kg/a,
1224,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1225,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Analyse,-,WAHR,,-,-,-,-,-,181000,kg/a,
1226,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
1227,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Messung,Analyse,-,WAHR,,-,-,-,-,-,9000,kg/a,
1228,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,76,TOC,,Andere organische Stoffe,Wasser,50000,Messung,Analyse,-,WAHR,,-,-,-,-,-,115000,kg/a,
1229,2007,Betrieb,SO,Zweckverband der Abwasserreinigung Solothurn-Emme,,Zweckverband der Abwasserreinigung Solothurn-Emme,51544029,229700,610000,Emmenspitz,4528,Zuchwil,370000,3700,Abfall- und Abwasserbewirtschaftung,79,Chloride,,Anorganische Stoffe,Boden,2000000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
