ID,Jahr,Quelle,Kanton_Betrieb,Betrieb,Zusatzname,Inhaberin,BUR,X,Y,Adresse_Betrieb,PLZ_Betrieb,Ort_Betrieb,NOGA-Code,NACE-Code,Haupttätigkeit,Schadstoff_Nr,Schadstoff_Name,CAS,Schadstoff_Gruppe,Medium,Schadstoff_Schwelle,Datenerhebung,Methode,Sonderabfall,Inland,Verwendung,Name_Abfallverwerter,Adresse_Abfallverwerter,PLZ_Abfallverwerter,Ort_Abfallverwerter,Land_Abfallverwerter,Wert,Einheit,Bemerkung
1,2007,Betrieb,BS,Abfalllösungsmittelregeneration WKL-641,,Novartis AG - Werk Basel St. Johann,65578390,268975,611359,Klybeckstrasse 141,4057,Basel,0,0,Abfall- und Abwasserbewirtschaftung,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Verwertung,REMATEC GmbH,Im Mittelgewann 4 - 8,69123,REMATEC GmbH,Deutschland,241230,kg/a,
2,2007,Betrieb,SH,Abwasserreinigungsanlage,,Abwasserreinigungsanlage,,281276,688654,Badstrasse 40,8212,Neuhausen am/Rheinfall,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
3,2007,Betrieb,SH,Abwasserreinigungsanlage,,Abwasserreinigungsanlage,,281276,688654,Badstrasse 40,8212,Neuhausen am/Rheinfall,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Labormessungen,-,WAHR,,-,-,-,-,-,78841,kg/a,
4,2007,Betrieb,SH,Abwasserreinigungsanlage,,Abwasserreinigungsanlage,,281276,688654,Badstrasse 40,8212,Neuhausen am/Rheinfall,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
5,2007,Betrieb,SH,Abwasserreinigungsanlage,,Abwasserreinigungsanlage,,281276,688654,Badstrasse 40,8212,Neuhausen am/Rheinfall,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Messung,Labormessungen,-,WAHR,,-,-,-,-,-,7343,kg/a,
6,2007,Betrieb,SH,Abwasserreinigungsanlage,,Abwasserreinigungsanlage,,281276,688654,Badstrasse 40,8212,Neuhausen am/Rheinfall,370000,3700,Abfall- und Abwasserbewirtschaftung,76,TOC,,Andere organische Stoffe,Wasser,50000,Messung,Labormessungen,-,WAHR,,-,-,-,-,-,69817,kg/a,
7,2007,Betrieb,LU,Abwasserreinigungsanlage REAL,,REAL,63281425,215700,666800,Buholzstrasse 32,6032,Emmen,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
8,2007,Betrieb,LU,Abwasserreinigungsanlage REAL,,REAL,63281425,215700,666800,Buholzstrasse 32,6032,Emmen,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Berechnung,Mengenmessung * Konzentration (Küvettentest),-,WAHR,,-,-,-,-,-,394000,kg/a,
9,2007,Betrieb,LU,Abwasserreinigungsanlage REAL,,REAL,63281425,215700,666800,Buholzstrasse 32,6032,Emmen,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
10,2007,Betrieb,LU,Abwasserreinigungsanlage REAL,,REAL,63281425,215700,666800,Buholzstrasse 32,6032,Emmen,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Berechnung,Mengenmessung * Konzentration (Küvettentest),-,WAHR,,-,-,-,-,-,18000,kg/a,
11,2007,Betrieb,LU,Abwasserreinigungsanlage REAL,,REAL,63281425,215700,666800,Buholzstrasse 32,6032,Emmen,370000,3700,Abfall- und Abwasserbewirtschaftung,76,TOC,,Andere organische Stoffe,Wasser,50000,Schätzung,COD/3,-,WAHR,,-,-,-,-,-,265000,kg/a,
12,2007,Betrieb,AG,Abwasserverband Aarau und Umgebung,,Abwasserverband Aarau und Umgebung,55051376,250470,647260,Neumattstrasse 72,5000,Aarau,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
13,2007,Betrieb,AG,Abwasserverband Aarau und Umgebung,,Abwasserverband Aarau und Umgebung,55051376,250470,647260,Neumattstrasse 72,5000,Aarau,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Photometer,-,WAHR,,-,-,-,-,-,226834,kg/a,
14,2007,Betrieb,AG,Abwasserverband Aarau und Umgebung,,Abwasserverband Aarau und Umgebung,55051376,250470,647260,Neumattstrasse 72,5000,Aarau,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
15,2007,Betrieb,AG,Abwasserverband Aarau und Umgebung,,Abwasserverband Aarau und Umgebung,55051376,250470,647260,Neumattstrasse 72,5000,Aarau,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Messung,Photometer,-,WAHR,,-,-,-,-,-,7452,kg/a,
16,2007,Betrieb,SG,ACIMA AG,,ACIMA AG,327100021,228284,754279,im Ochsensand,9471,Buchs,202000,2020,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,241361,kg/a,
17,2007,Betrieb,SG,AG Cilander,,AG Cilander,34430023,252720,733889,Isenhammer,9200,Gossau,133000,1330,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,27162,kg/a,
18,2007,Betrieb,AR,AG Cilander,,AG Cilander,30010000,250320,738370,Cilanderstrasse 19,9100,Herisau,133000,1330,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,192828,kg/a,
19,2007,Betrieb,AR,AG Cilander,,AG Cilander,30010000,250320,738370,Cilanderstrasse 19,9100,Herisau,133000,1330,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,39970,kg/a,
20,2007,Betrieb,AG,Alu Menziken Extrusion AG,,Alu Menziken Extrusion AG,,235194,655680,Werk Eien,5734,Reinach,256100,2561,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,167302,kg/a,
21,2007,Betrieb,AG,Alu Menziken Extrusion AG,,Alu Menziken Extrusion AG,,235194,655680,Werk Eien,5734,Reinach,256100,2561,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,413131,kg/a,
22,2007,Betrieb,BL,Aluminium Laufen AG Liesberg,,Aluminium Laufen AG Liesberg,52168802,249300,599250,Industriestrasse 5,4253,Liesberg,245300,2453,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,128000,kg/a,
23,2007,Betrieb,BL,Aluminium Laufen AG Liesberg,,Aluminium Laufen AG Liesberg,52168802,249300,599250,Industriestrasse 5,4253,Liesberg,245300,2453,Herstellung und Verarbeitung von Metallen,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,aus Brennstoffverbrauch,-,WAHR,,-,-,-,-,-,7275,kg/a,
24,2007,Betrieb,VD,Alunni SA Atelier de chromage dur,,First Industries,52022512,154916,533542,Route de Bussigny 21-23,1023,Crissier,256100,2561,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,44761,kg/a,
25,2007,Betrieb,VD,Alunni SA Atelier de chromage dur,,First Industries,52022512,154916,533542,Route de Bussigny 21-23,1023,Crissier,256100,2561,Herstellung und Verarbeitung von Metallen,52,Tetrachlorethen,127-18-4,Chlorhaltige organische Stoffe,Luft,2000,Schätzung,estimation,-,WAHR,,-,-,-,-,-,14200,kg/a,
26,2007,Betrieb,BE,Amcor Flexibles Burgdorf GmbH,,Amcor Flexibles Burgdorf GmbH,52073669,213000,612800,Kirchbergsttrasse 168 - 170,3400,Burgdorf,181204,1812,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,217000,kg/a,
27,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,226638,kg/a,
28,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,97675,kg/a,
29,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Verwertung,REMONDIS Medison GmbH,Grotrian-Steinweg-Straße 3,D-38112 ,REMONDIS Medison GmbH,Deutschland,49980,kg/a,
30,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,326700,kg/a,
31,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Verwertung,-,-,-,-,Schweiz,840320,kg/a,
32,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,7,VOC ohne Methan,,andere Gase,Luft,100000,Messung,FID-C,-,WAHR,,-,-,-,-,-,198000,kg/a,
33,2007,Betrieb,TG,Amcor Flexibles Kreuzlingen AG,,Amcor Flexibles Kreuzlingen AG,52272476,278930,729835,Finkernstrasse 34,8280,Kreuzlingen,181204,1812,Sonstige Tätigkeiten,14,HFCKW,,andere Gase,Luft,1,Schätzung,Nachfüllung Kältemittel,-,WAHR,,-,-,-,-,-,2,kg/a,
34,2007,Betrieb,NE,analytecon sa,,analytecon sa,50993359,198100,540000,rue du pré jorat 30,2108,couvet,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,14600,kg/a,
35,2007,Betrieb,NE,analytecon sa,,analytecon sa,50993359,198100,540000,rue du pré jorat 30,2108,couvet,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Boden,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
36,2007,Betrieb,NE,analytecon sa,,analytecon sa,50993359,198100,540000,rue du pré jorat 30,2108,couvet,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Luft,1000,Schätzung,estimé à partir du bilan COV,-,WAHR,,-,-,-,-,-,4500,kg/a,
37,2007,Betrieb,NE,analytecon sa,,analytecon sa,50993359,198100,540000,rue du pré jorat 30,2108,couvet,211000,2110,Chemische Industrie,35,Dichlormethan,75-09-2,Chlorhaltige organische Stoffe,Wasser,10,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
38,2007,Betrieb,GR,ARA Chur,,ARA Chur,52498678,193250,759400,Rheinmühleweg 87,7000,Chur,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
39,2007,Betrieb,GR,ARA Chur,,ARA Chur,52498678,193250,759400,Rheinmühleweg 87,7000,Chur,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Laboranalysen,-,WAHR,,-,-,-,-,-,129596,kg/a,
40,2007,Betrieb,GR,ARA Chur,,ARA Chur,52498678,193250,759400,Rheinmühleweg 87,7000,Chur,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
41,2007,Betrieb,GR,ARA Chur,,ARA Chur,52498678,193250,759400,Rheinmühleweg 87,7000,Chur,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Messung,Laboranalysen,-,WAHR,,-,-,-,-,-,1350,kg/a,
42,2007,Betrieb,BE,ARA Thunersee,,ARA Thunersee,,181000,612150,Aarestrasse 62,3661,Uetendorf,370000,3700,Abfall- und Abwasserbewirtschaftung,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,5875,kg/a,
43,2007,Betrieb,BE,ARA Thunersee,,ARA Thunersee,,181000,612150,Aarestrasse 62,3661,Uetendorf,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
44,2007,Betrieb,BE,ARA Thunersee,,ARA Thunersee,,181000,612150,Aarestrasse 62,3661,Uetendorf,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Mittelwert*Wassermenge,-,WAHR,,-,-,-,-,-,185305,kg/a,
45,2007,Betrieb,BE,ARA Thunersee,,ARA Thunersee,,181000,612150,Aarestrasse 62,3661,Uetendorf,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Boden,5000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
46,2007,Betrieb,BE,ARA Thunersee,,ARA Thunersee,,181000,612150,Aarestrasse 62,3661,Uetendorf,370000,3700,Abfall- und Abwasserbewirtschaftung,13,Gesamtphosphor,,Anorganische Stoffe,Wasser,5000,Messung,Mittelwert*Wassermenge,-,WAHR,,-,-,-,-,-,4995,kg/a,
47,2007,Betrieb,BE,ARA Worblental,,ARA Worblental,,203300,601200,Arastr. 50,3048,Worblaufen,370000,3700,Abfall- und Abwasserbewirtschaftung,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,2003000,kg/a,
48,2007,Betrieb,BE,ARA Worblental,,ARA Worblental,,203300,601200,Arastr. 50,3048,Worblaufen,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Boden,50000,Schätzung,,-,WAHR,,-,-,-,-,-,0,kg/a,
49,2007,Betrieb,BE,ARA Worblental,,ARA Worblental,,203300,601200,Arastr. 50,3048,Worblaufen,370000,3700,Abfall- und Abwasserbewirtschaftung,12,Gesamtstickstoff,,Anorganische Stoffe,Wasser,50000,Messung,Nasschemische Untersuchungen,-,WAHR,,-,-,-,-,-,147339,kg/a,
50,2007,Betrieb,TI,Argor-Heraeus SA,,Argor-Heraeus SA,52284843,81540,719860,Via Moree 14,6850,Mendrisio,244100,2441,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,8200,kg/a,
51,2007,Betrieb,TI,Argor-Heraeus SA,,Argor-Heraeus SA,52284843,81540,719860,Via Moree 14,6850,Mendrisio,244100,2441,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,74000,kg/a,
52,2007,Betrieb,TI,Argor-Heraeus SA,,Argor-Heraeus SA,52284843,81540,719860,Via Moree 14,6850,Mendrisio,244100,2441,Herstellung und Verarbeitung von Metallen,,Sonderabfall,,,Abfall,2000,-,,Ja,FALSCH,Verwertung,Umicore N.V.,A. Greinerstraat 14,2660,Umicore N.V.,Belgien,115000,kg/a,
53,2007,Betrieb,TI,Argor-Heraeus SA,,Argor-Heraeus SA,52284843,81540,719860,Via Moree 14,6850,Mendrisio,244100,2441,Herstellung und Verarbeitung von Metallen,12,Gesamtstickstoff,,Anorganische Stoffe,Abwasser,50000,Messung,Analisi spettrofotometrica,-,WAHR,,-,-,-,-,-,54217,kg/a,
54,2007,Betrieb,TG,Avery Dennison Materials Europe GmbH,,Avery Dennison Materials Europe GmbH,,278576,731637,Sonnenwiesenstrasse 18,8280,Kreuzlingen,201600,2016,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,1400000,kg/a,
55,2007,Betrieb,TG,Avery Dennison Materials Europe GmbH,,Avery Dennison Materials Europe GmbH,,278576,731637,Sonnenwiesenstrasse 18,8280,Kreuzlingen,201600,2016,Chemische Industrie,7,VOC ohne Methan,,andere Gase,Luft,100000,Berechnung,Berechnung basierend auf Messungen,-,WAHR,,-,-,-,-,-,3500,kg/a,
56,2007,Betrieb,FR,Axalta Polymer Powders Switzerland Sàrl ,,Axalta Polymer Powders Switzerland Sàrl ,66284870,162714,569868,BP 140,1630,Bulle,201600,2016,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,16400,kg/a,
57,2007,Betrieb,FR,Axalta Polymer Powders Switzerland Sàrl ,,Axalta Polymer Powders Switzerland Sàrl ,66284870,162714,569868,BP 140,1630,Bulle,201600,2016,Chemische Industrie,57,Trichlorethen,79-01-6,Chlorhaltige organische Stoffe,Luft,2000,Schätzung,Quantité achetée moins la quantité jetée (déchets),-,WAHR,,-,-,-,-,-,25458,kg/a,
58,2007,Betrieb,BL,Bachem AG,,Bachem AG,45456425,254740,622140,Haupstrasse 144,4416,Bubendorf,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,1904000,kg/a,
59,2007,Betrieb,BL,Bachem AG,,Bachem AG,45456425,254740,622140,Haupstrasse 144,4416,Bubendorf,211000,2110,Chemische Industrie,58,Trichlormethan,67-66-3,Chlorhaltige organische Stoffe,Luft,500,Berechnung,Mean aus dynam. und stat. Verflüchtigungsmodell,-,WAHR,,-,-,-,-,-,1162,kg/a,
60,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,1915557,kg/a,
61,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,169865,kg/a,
62,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,"3,14 To par tonne de mazout",-,WAHR,,-,-,-,-,-,1600000,kg/a,
63,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,8,Stickstoffoxide,,andere Gase,Luft,100000,Berechnung,48 g NOx / GJ (mazout),-,WAHR,,-,-,-,-,-,1040,kg/a,
64,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,11,Schwefeloxide,,andere Gase,Luft,150000,Berechnung,33 g SO2 / GJ mazout,-,WAHR,,-,-,-,-,-,720,kg/a,
65,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,12,Gesamtstickstoff,,Anorganische Stoffe,Abwasser,50000,Berechnung,Azote selon analyse Kjeldahl,-,WAHR,,-,-,-,-,-,45000,kg/a,
66,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,13,Gesamtphosphor,,Anorganische Stoffe,Abwasser,5000,Schätzung,bilan matière,-,WAHR,,-,-,-,-,-,14,kg/a,
67,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,76,TOC,,Andere organische Stoffe,Abwasser,50000,Berechnung,Analyse COD/2.66,-,WAHR,,-,-,-,-,-,17000,kg/a,
68,2007,Betrieb,VS,Bachem S.A.,,Bachem S.A.,52195591,128460,558960,Rte du Simplon 22,1895,Vionnaz,211000,2110,Chemische Industrie,79,Chloride,,Anorganische Stoffe,Abwasser,2000000,Berechnung,Bilan matière,-,WAHR,,-,-,-,-,-,72000,kg/a,
69,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,9028000,kg/a,
70,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Verwertung,-,-,-,-,Schweiz,448000,kg/a,
71,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,2,Kohlenmonoxid,630-08-0,andere Gase,Luft,500000,Berechnung,Mesures faites en 1994,-,WAHR,,-,-,-,-,-,7000,kg/a,
72,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,3,Kohlendioxid,124-38-9,Treibhausgase,Luft,100000000,Berechnung,Sur la base de la consommation de combustibles,-,WAHR,,-,-,-,-,-,6360000,kg/a,
73,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,7,VOC ohne Methan,,andere Gase,Luft,100000,Messung,FID,-,WAHR,,-,-,-,-,-,119000,kg/a,
74,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,8,Stickstoffoxide,,andere Gase,Luft,100000,Schätzung,Sur la base dela consommation de combustibles,-,WAHR,,-,-,-,-,-,4430,kg/a,
75,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,11,Schwefeloxide,,andere Gase,Luft,150000,Schätzung,Sur la base de la consommation de combustibles,-,WAHR,,-,-,-,-,-,7290,kg/a,
76,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,12,Gesamtstickstoff,,Anorganische Stoffe,Abwasser,50000,Messung,Colorimètrie,-,WAHR,,-,-,-,-,-,16230,kg/a,
77,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,13,Gesamtphosphor,,Anorganische Stoffe,Abwasser,5000,Messung,Colorimètrie,-,WAHR,,-,-,-,-,-,317,kg/a,
78,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,19,Chrom & Verb.,7440-47-3,Schwermetalle,Abwasser,50,Messung,ICP,-,WAHR,,-,-,-,-,-,0.93,kg/a,
79,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,22,Nickel & Verb.,7440-02-0,Schwermetalle,Abwasser,20,Messung,ICP,-,WAHR,,-,-,-,-,-,1.39,kg/a,
80,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,24,Zink & Verb.,7440-66-6,Schwermetalle,Abwasser,100,Messung,ICP,-,WAHR,,-,-,-,-,-,7.5,kg/a,
81,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,79,Chloride,,Anorganische Stoffe,Abwasser,2000000,Messung,Conductimètrie,-,WAHR,,-,-,-,-,-,107004,kg/a,
82,2007,Betrieb,VS,BASF Pharma (Evionnaz) SA,,BASF Pharma (Evionnaz) SA,52004162,113564,567969,Route du Simplon,1902,Evionnaz,211000,2110,Chemische Industrie,82,Cyanide,,Anorganische Stoffe,Abwasser,50,Messung,Colorimètrie,-,WAHR,,-,-,-,-,-,0.74,kg/a,
83,2007,Betrieb,BS,BASF Schweiz AG,,BASF Schweiz AG,64438457,269532,611686,Klybeckstrasse 141,4002,Basel,201400,2014,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Beseitigung,-,-,-,-,Schweiz,1286000,kg/a,
84,2007,Betrieb,BS,BASF Schweiz AG,,BASF Schweiz AG,64438457,269532,611686,Klybeckstrasse 141,4002,Basel,201400,2014,Chemische Industrie,,Sonderabfall,,,Abfall,2000,-,,Ja,WAHR,Verwertung,-,-,-,-,Schweiz,17000,kg/a,
85,2007,Betrieb,BS,BASF Schweiz AG,,BASF Schweiz AG,64438457,269532,611686,Klybeckstrasse 141,4002,Basel,201400,2014,Chemische Industrie,,Abfall,,,Abfall,2000000,-,,Nein,WAHR,Beseitigung,-,-,-,-,Schweiz,316000,kg/a,
